dataset,query_index,question,gold_doc_count,gold_titles_json,setr_selected_count,count_under_selected,dbec_selected_count,setr_support_hit_count,dbec_support_hit_count,setr_support_missing_count,dbec_support_missing_count,setr_support_recall,dbec_support_recall,delta_support_recall_dbec_minus_setr,setr_support_complete,dbec_support_complete,support_transition,support_delta_label,dbec_recovered_missing_count,dbec_recovered_any_missing,dbec_recovered_all_missing,recovery_label,setr_missing_titles_json,dbec_missing_titles_json,dbec_recovered_titles_json,setr_titles_json,dbec_titles_json,setr_em,setr_f1,dbec_em,dbec_f1,delta_em_dbec_minus_setr,delta_f1_dbec_minus_setr,requirement_count,dependent_req_count,selective_binding_decision
2Wiki,960,Who is the father-in-law of Prince Feodor Alexandrovich Of Russia?,2,"[""Prince Feodor Alexandrovich of Russia"", ""Irina Paley""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Prince Feodor Alexandrovich of Russia"", ""Irina Paley"", ""Grand Duchess Xenia Alexandrovna of Russia""]","[""Obata Toramori"", ""Prince Feodor Alexandrovich of Russia"", ""Irina Paley"", ""Grand Duchess Xenia Alexandrovna of Russia"", ""Grand Duke Vladimir Alexandrovich of Russia""]",1.0,1.0,0.0,0.6667,-1.0,-0.33330000000000004,3,2,bind
2Wiki,961,"Which film has the director who died earlier, 11 Harrowhouse or A Little Sister Of Everybody?",4,"[""Robert Thornby"", ""11 Harrowhouse"", ""A Little Sister of Everybody"", ""Aram Avakian""]",2,1,5,2,4,2,0,0.5,1.0,0.5,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,2,1,1,dbec_recovers_all_missing,"[""Robert Thornby"", ""Aram Avakian""]",[],"[""Robert Thornby"", ""Aram Avakian""]","[""11 Harrowhouse"", ""A Little Sister of Everybody""]","[""Robert Thornby"", ""Aram Avakian"", ""11 Harrowhouse"", ""A Little Sister of Everybody"", ""Bonnie May""]",1.0,1.0,1.0,1.0,0.0,0.0,4,2,bind
2Wiki,962,"Which film has the director who died later, The Fatal Mistake or The Devil'S Hairpin?",4,"[""Cornel Wilde"", ""The Fatal Mistake"", ""The Devil's Hairpin"", ""Scott R. Dunlap""]",4,0,5,4,4,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""The Fatal Mistake"", ""The Devil's Hairpin"", ""Scott R. Dunlap"", ""Cornel Wilde""]","[""The Devil's Hairpin"", ""Scott R. Dunlap"", ""Cornel Wilde"", ""The Fatal Mistake"", ""Michael Powell""]",1.0,1.0,1.0,1.0,0.0,0.0,4,2,bind
2Wiki,963,"Who was born later, Shawn Lewfatt or Ken Karpoff?",2,"[""Ken Karpoff"", ""Shawn Lewfatt""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Shawn Lewfatt"", ""Ken Karpoff""]","[""Shawn Levy"", ""Ken Karpoff"", ""Shawn Lewfatt"", ""Arthur Francis (footballer)"", ""Alan Chipp""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,bind
2Wiki,964,Are Geneviève Pettersen and Edward Peghin from the same country?,2,"[""Geneviève Pettersen"", ""Edward Peghin""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Edward Peghin"", ""Geneviève Pettersen"", ""Chop Cut Rebuild""]","[""Abdul-Vahed Niyazov"", ""Edward Peghin"", ""Geneviève Pettersen"", ""Where Are You"", ""Thomson Reuters""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,965,Do both films Once Upon A Time In America and Naked Violence (Film) have the directors that share the same nationality?,4,"[""Sergio Leone"", ""Once Upon a Time in America"", ""Fernando Di Leo"", ""Naked Violence (film)""]",2,1,5,2,4,2,0,0.5,1.0,0.5,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,2,1,1,dbec_recovers_all_missing,"[""Sergio Leone"", ""Fernando Di Leo""]",[],"[""Sergio Leone"", ""Fernando Di Leo""]","[""Once Upon a Time in America"", ""Naked Violence (film)""]","[""Sergio Leone"", ""Enzo G. Castellari"", ""Naked Violence (film)"", ""Once Upon a Time in America"", ""Fernando Di Leo""]",1.0,1.0,1.0,1.0,0.0,0.0,4,2,bind
2Wiki,966,Are Cherry Creek (Colorado) and Jucurucu River both located in the same country?,2,"[""Cherry Creek (Colorado)"", ""Jucurucu River""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Cherry Creek, Colorado"", ""Cherry Creek (Colorado)"", ""Jucurucu River""]","[""Where Are You"", ""Jucurucu River"", ""Cherry Creek (Colorado)"", ""Cherry Creek, Colorado"", ""Costilla Creek""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,967,What is the place of birth of Princess Albertina Frederica Of Baden-Durlach's father?,2,"[""Frederick VII, Margrave of Baden-Durlach"", ""Princess Albertina Frederica of Baden-Durlach""]",4,0,5,2,1,0,1,1.0,0.5,-0.5,1,0,SetR complete -> DBEC incomplete,DBEC loses support coverage,0,0,0,setr_no_missing_support,[],"[""Frederick VII, Margrave of Baden-Durlach""]",[],"[""Princess Albertina Frederica of Baden-Durlach"", ""Augusta Marie of Holstein-Gottorp"", ""Christopher of Baden-Durlach"", ""Frederick VII, Margrave of Baden-Durlach""]","[""Christian August of Holstein-Gottorp, Prince of Eutin"", ""Princess Albertina Frederica of Baden-Durlach"", ""Augusta Marie of Holstein-Gottorp"", ""Christine Juliane of Baden-Durlach"", ""Christopher of Baden-Durlach""]",1.0,1.0,0.0,0.0,-1.0,-1.0,2,1,bind
2Wiki,968,"Which film has the director born later, I Sette Dell'Orsa Maggiore or Length Of War?",4,"[""Duilio Coletti"", ""I sette dell'Orsa maggiore"", ""Length of War"", ""Gonzalo Martínez Ortega""]",4,0,5,4,4,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""I sette dell'Orsa maggiore"", ""Length of War"", ""Duilio Coletti"", ""Gonzalo Martínez Ortega""]","[""Duilio Coletti"", ""Gonzalo Martínez Ortega"", ""Length of War"", ""I sette dell'Orsa maggiore"", ""Luis Mandoki""]",1.0,1.0,1.0,1.0,0.0,0.0,4,2,bind
2Wiki,969,Are both Three Live Ghosts (1936 Film) and The Tailor From Ulm from the same country?,2,"[""The Tailor from Ulm"", ""Three Live Ghosts (1936 film)""]",4,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""The Tailor from Ulm"", ""Three Live Ghosts (1936 film)"", ""Three Live Ghosts (1929 film)"", ""Three Live Ghosts (1922 film)""]","[""Where Was I"", ""Dugès"", ""Three Live Ghosts (1936 film)"", ""The Tailor from Ulm"", ""Reunion (1936 film)""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,970,What is the date of death of the performer of song Goodbye Pork Pie Hat?,2,"[""Charles Mingus"", ""Goodbye Pork Pie Hat""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Charles Mingus"", ""Goodbye Pork Pie Hat""]","[""Charles Mingus"", ""Goodbye Pork Pie Hat"", ""A String of Pearls (song)"", ""Come Dance with Me (song)"", ""Love Is Here to Stay""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
2Wiki,971,Which country Maria Carolina Zamoyska's mother is from?,2,"[""Maria Carolina Zamoyska"", ""Princess Maria Carolina of Bourbon-Two Sicilies (1856–1941)""]",6,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Maria Carolina Zamoyska"", ""Princess Maria Carolina of Bourbon-Two Sicilies (1856–1941)"", ""Archduchess Maria Theresa of Austria (1862–1933)"", ""Princess Maria Immaculata of Bourbon-Two Sicilies (1844–1899)"", ""Archduchess Maria Isabella of Austria"", ""Princess Maria Antonia of Naples and Sicily""]","[""Princess Maria Carolina of Bourbon-Two Sicilies (1856–1941)"", ""Maria Carolina Zamoyska"", ""Marie Leszczyńska"", ""Aleksander Koniecpolski (1620–1659)"", ""Princess Maria Carolina of Bourbon-Two Sicilies (1820–1861)""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,bind
2Wiki,972,"Who is younger, Carlos Reyté or Dominic Jacotin Gamble?",2,"[""Dominic Jacotin Gamble"", ""Carlos Reyté""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Carlos Reyté"", ""Dominic Jacotin Gamble""]","[""Jacques Décombe"", ""Carlos Reyté"", ""Jean-Charles Darmon"", ""When I Was Young"", ""Dominic Jacotin Gamble""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,973,What nationality is Huo Yi's father?,2,"[""Huo Jun"", ""Huo Yi""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Huo Yi"", ""Huo Jun""]","[""Huo Jun"", ""Yasuichi Oshima"", ""Huo Yi"", ""Ștefan I. Nenițescu"", ""Takayama Tomoteru""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,bind
2Wiki,974,Who is Albert G. Simms's father-in-law?,2,"[""Ruth Hanna McCormick"", ""Albert G. Simms""]",2,0,5,1,1,1,1,0.5,0.5,0.0,0,0,SetR incomplete -> DBEC incomplete,support coverage tied,0,0,0,dbec_recovers_none,"[""Ruth Hanna McCormick""]","[""Ruth Hanna McCormick""]",[],"[""Albert G. Simms"", ""Simpson Harris Morgan""]","[""Simpson Harris Morgan"", ""Albert G. Simms"", ""Ludwig von Westphalen"", ""Ogawa Mataji"", ""John Adams (merchant)""]",0.0,0.0,0.0,0.0,0.0,0.0,4,3,bind
2Wiki,975,Are both Țerova and Slava (River) located in the same country?,2,"[""Țerova"", ""Slava (river)""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Slava (river)"", ""Țerova""]","[""Where Are You"", ""Slava (river)"", ""Țerova"", ""Problem of pain"", ""Black Sea""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,976,"Who is older, Mario Baccini or Béchir Sfar?",2,"[""Béchir Sfar"", ""Mario Baccini""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Béchir Sfar"", ""Mario Baccini"", ""Salem Bouhageb""]","[""When I Was Young"", ""Béchir Sfar"", ""Mario Baccini"", ""Salem Bouhageb"", ""Fatma Chamakh-Haddad""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,977,"When was George Howard, 11Th Earl Of Carlisle's father born?",2,"[""George Howard, 11th Earl of Carlisle"", ""Charles Howard, 10th Earl of Carlisle""]",3,0,5,1,2,1,0,0.5,1.0,0.5,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,1,1,1,dbec_recovers_all_missing,"[""George Howard, 11th Earl of Carlisle""]",[],"[""George Howard, 11th Earl of Carlisle""]","[""Charles Howard, 10th Earl of Carlisle"", ""William George Howard, 8th Earl of Carlisle"", ""George Howard, 9th Earl of Carlisle""]","[""Charles Howard, 10th Earl of Carlisle"", ""George Howard, 11th Earl of Carlisle"", ""William George Howard, 8th Earl of Carlisle"", ""George Howard, 9th Earl of Carlisle"", ""George Howard (footballer)""]",0.0,0.0,1.0,1.0,1.0,1.0,2,1,bind
2Wiki,978,What is the place of birth of Archduchess Maria Immakulata Of Austria's mother?,2,"[""Archduchess Maria Immakulata of Austria"", ""Princess Maria Immaculata of Bourbon-Two Sicilies (1844–1899)""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Archduchess Maria Immakulata of Austria"", ""Princess Maria Immaculata of Bourbon-Two Sicilies (1844–1899)""]","[""Princess Maria Immaculata of Bourbon-Two Sicilies (1844–1899)"", ""Archduchess Maria Immakulata of Austria"", ""Archduchess Maria Theresa of Austria (1862–1933)"", ""Archduchess Maria Isabella of Austria"", ""Archduchess Maria Antonia of Austria (1899–1977)""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
2Wiki,979,"Which film has the director who is older, Dhuen Ki Lakeer or Night Of The Twelve?",4,"[""Night of the Twelve"", ""Dhuen Ki Lakeer"", ""Hans Schweikart"", ""Kishore Sahu""]",4,0,5,4,4,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Dhuen Ki Lakeer"", ""Night of the Twelve"", ""Kishore Sahu"", ""Hans Schweikart""]","[""Hans Schweikart"", ""Kishore Sahu"", ""Dugès"", ""Dhuen Ki Lakeer"", ""Night of the Twelve""]",1.0,1.0,1.0,1.0,0.0,0.0,4,2,bind
2Wiki,980,What is the place of birth of Bea Ballard's father?,2,"[""Bea Ballard"", ""J. G. Ballard""]",2,0,5,1,2,1,0,0.5,1.0,0.5,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,1,1,1,dbec_recovers_all_missing,"[""J. G. Ballard""]",[],"[""J. G. Ballard""]","[""Bea Ballard"", ""Cynthia Freeman""]","[""J. G. Ballard"", ""Bea Ballard"", ""Jim Ballard"", ""Place of birth"", ""Place of origin""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,bind
2Wiki,981,Where was the director of film Noose (1958 Film) born?,2,"[""Wojciech Has"", ""Noose (1958 film)""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Noose (1958 film)"", ""Wojciech Has""]","[""Noose (1958 film)"", ""Wojciech Has"", ""William Berke"", ""Rudolph Maté"", ""Noel M. Smith""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,abstain
2Wiki,982,Where did the composer of song Aren'T You Kind Of Glad We Did? die?,2,"[""Aren't You Kind Of Glad We Did?"", ""George Gershwin""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""George Gershwin"", ""Aren't You Kind Of Glad We Did?""]","[""George Gershwin"", ""Aren't You Kind Of Glad We Did?"", ""Aren't You Glad"", ""Love Is Here to Stay"", ""You've Got What Gets Me""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,bind
2Wiki,983,Where did the director of film That Nazty Nuisance die?,2,"[""That Nazty Nuisance"", ""Glenn Tryon""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""That Nazty Nuisance"", ""Glenn Tryon""]","[""Glenn Tryon"", ""That Nazty Nuisance"", ""The Toast of Death"", ""James Young (director)"", ""Thomas H. Ince""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
2Wiki,984,What is the date of death of Badi' Al-Zaman Mirza's father?,2,"[""Sultan Husayn Bayqara"", ""Badi' al-Zaman Mirza""]",2,0,5,0,1,2,1,0.0,0.5,0.5,0,0,SetR incomplete -> DBEC incomplete,DBEC improves support coverage,1,1,0,dbec_recovers_some_missing,"[""Sultan Husayn Bayqara"", ""Badi' al-Zaman Mirza""]","[""Sultan Husayn Bayqara""]","[""Badi' al-Zaman Mirza""]","[""Badi-al Zaman Mirza Safavi"", ""Shah Verdi Khan""]","[""Ismail I"", ""Badi' al-Zaman Mirza"", ""Badi-al Zaman Mirza Safavi"", ""Shah Verdi Khan"", ""Tajlu Khanum""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,bind
2Wiki,985,"Who was born later, Tadeusz Śliwak or Michel Le Denmat?",2,"[""Michel Le Denmat"", ""Tadeusz Śliwak""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Tadeusz Śliwak"", ""Michel Le Denmat""]","[""Michel Le Denmat"", ""Tadeusz Śliwak"", ""Michel Macquet"", ""Pierre-Michel Le Conte"", ""Michel Le Clerc""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,986,Where did the director of film Ave Caesar! die?,2,"[""Alexander Korda"", ""Ave Caesar!""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Ave Caesar!"", ""Alexander Korda""]","[""Alexander Korda"", ""Ave Caesar!"", ""Jean Grémillon"", ""Yamata"", ""Paul Martin (director)""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,bind
2Wiki,987,"Which film was released more recently, The Last Pedestrian or Stranger In Sacramento?",2,"[""The Last Pedestrian"", ""Stranger in Sacramento""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Stranger in Sacramento"", ""The Last Pedestrian""]","[""The Stranger"", ""The Last Pedestrian"", ""Stranger in Sacramento"", ""Stranger in Town"", ""The Silent Stranger""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,988,"Who is the paternal grandfather of Richard Beauchamp, 1St Earl Of Worcester?",2,"[""William Beauchamp, 1st Baron Bergavenny"", ""Richard Beauchamp, 1st Earl of Worcester""]",4,0,5,2,1,0,1,1.0,0.5,-0.5,1,0,SetR complete -> DBEC incomplete,DBEC loses support coverage,0,0,0,setr_no_missing_support,[],"[""William Beauchamp, 1st Baron Bergavenny""]",[],"[""Richard Beauchamp, 1st Earl of Worcester"", ""William Beauchamp, 1st Baron Bergavenny"", ""Thomas Stafford, 3rd Earl of Stafford"", ""Edmund Stafford, 5th Earl of Stafford""]","[""Obata Toramori"", ""Richard Beauchamp, 1st Earl of Worcester"", ""Charles Somerset, 1st Earl of Worcester"", ""Eleanor Beauchamp, Duchess of Somerset"", ""Henry Somerset, 2nd Earl of Worcester""]",0.0,0.6,0.0,0.6667,0.0,0.06669999999999998,3,2,bind
2Wiki,989,"Which film was released more recently, Il Marchio Di Kriminal or Nandhi?",2,"[""Nandhi"", ""Il marchio di Kriminal""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Il marchio di Kriminal"", ""Nandhi""]","[""Il marchio di Kriminal"", ""Nandhi"", ""The Warriors"", ""Kriminal (film)"", ""Fernando Di Leo""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,990,Who is Robert Vere Buxton's paternal grandfather?,2,"[""Francis Buxton"", ""Robert Vere Buxton""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Robert Vere Buxton"", ""Francis Buxton""]","[""Francis Buxton"", ""Obata Toramori"", ""Robert Vere Buxton"", ""Felix Schuster"", ""Sir Edward Acton, 3rd Baronet""]",0.0,0.7499999999999999,1.0,1.0,1.0,0.2500000000000001,2,1,bind
2Wiki,991,"Where was the father of David Ogilvy, 12Th Earl Of Airlie born?",2,"[""David Ogilvy, 12th Earl of Airlie"", ""David Ogilvy, 11th Earl of Airlie""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""David Ogilvy, 12th Earl of Airlie"", ""David Ogilvy, 11th Earl of Airlie"", ""John Arbuthnott, 9th Viscount of Arbuthnott""]","[""David Ogilvy, 11th Earl of Airlie"", ""David Ogilvy, 13th Earl of Airlie"", ""David Ogilvy, 12th Earl of Airlie"", ""David Ogilvy, 9th Earl of Airlie"", ""Michèle Kahn Spike""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
2Wiki,992,Are both directors of films Spione and Five Million Look For An Heir from the same country?,4,"[""Spione"", ""Carl Boese"", ""Fritz Lang"", ""Five Million Look for an Heir""]",2,1,5,2,3,2,1,0.5,0.75,0.25,0,0,SetR incomplete -> DBEC incomplete,DBEC improves support coverage,1,1,0,dbec_recovers_some_missing,"[""Carl Boese"", ""Fritz Lang""]","[""Fritz Lang""]","[""Carl Boese""]","[""Five Million Look for an Heir"", ""Spione""]","[""Konrad Wolf"", ""Carl Boese"", ""Five Million Look for an Heir"", ""Spione"", ""Quax in Africa""]",1.0,1.0,1.0,1.0,0.0,0.0,4,2,bind
2Wiki,993,Who is the paternal grandfather of Archambaud Viii Of Bourbon?,2,"[""Archambaud VIII of Bourbon"", ""Guy II of Dampierre""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Archambaud VIII of Bourbon"", ""Guy II of Dampierre"", ""William II of Dampierre""]","[""Obata Toramori"", ""Guy II of Dampierre"", ""Archambaud VIII of Bourbon"", ""Archambaud IX of Bourbon"", ""Arnulf I, Count of Flanders""]",0.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666667,3,2,bind
2Wiki,994,"Who lived longer, Bernhard Afinger or Melvin Kranzberg?",2,"[""Melvin Kranzberg"", ""Bernhard Afinger""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Melvin Kranzberg"", ""Bernhard Afinger""]","[""Bernhard II, Prince of Anhalt-Bernburg"", ""Melvin Kranzberg"", ""Bernhard Afinger"", ""Douglas E. Winter"", ""Dugès""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,bind
2Wiki,995,Who is the stepmother of Angélique De Froissy?,2,"[""Angélique de Froissy"", ""Philippe II, Duke of Orléans""]",2,0,5,1,1,1,1,0.5,0.5,0.0,0,0,SetR incomplete -> DBEC incomplete,support coverage tied,0,0,0,dbec_recovers_none,"[""Philippe II, Duke of Orléans""]","[""Philippe II, Duke of Orléans""]",[],"[""Angélique de Froissy"", ""Marguerite of Lorraine""]","[""Lars Eliasson"", ""Angélique de Froissy"", ""Marguerite of Lorraine"", ""Angélique de Saint-Jean Arnauld d'Andilly"", ""Angélique Bullion""]",0.0,0.0,0.0,0.0,0.0,0.0,2,1,abstain
2Wiki,996,"Which film came out first, Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato or The Bag Man?",2,"[""The Bag Man"", ""Una prostituta al servizio del pubblico e in regola con le leggi dello stato""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Una prostituta al servizio del pubblico e in regola con le leggi dello stato"", ""The Bag Man""]","[""A House of Sand"", ""The Man with the Bag"", ""Una prostituta al servizio del pubblico e in regola con le leggi dello stato"", ""The Bag Man"", ""It's in the Bag""]",1.0,1.0,1.0,1.0,0.0,0.0,3,1,abstain
2Wiki,997,Are director of film Count Five And Die and director of film The Green Jacket both from the same country?,4,"[""Victor Vicas"", ""Count Five and Die"", ""The Green Jacket"", ""Roger Richebé""]",3,1,5,3,4,1,0,0.75,1.0,0.25,0,1,SetR incomplete -> DBEC complete,DBEC improves support coverage,1,1,1,dbec_recovers_all_missing,"[""Roger Richebé""]",[],"[""Roger Richebé""]","[""Count Five and Die"", ""The Green Jacket"", ""Victor Vicas""]","[""Ian Barry (director)"", ""Victor Vicas"", ""Count Five and Die"", ""The Green Jacket"", ""Roger Richebé""]",1.0,1.0,1.0,1.0,0.0,0.0,4,2,bind
2Wiki,998,Who is the spouse of the director of film Days And Hours?,2,"[""Pjer Žalica"", ""Days and Hours""]",2,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Days and Hours"", ""Pjer Žalica""]","[""Pjer Žalica"", ""Days and Hours"", ""Sherry Hormann"", ""Alina Levshin"", ""3096 Days""]",1.0,1.0,1.0,1.0,0.0,0.0,2,1,bind
2Wiki,999,"Who is Geoffrey Iii, Count Of Perche's paternal grandfather?",2,"[""Rotrou IV, Count of Perche"", ""Geoffrey III, Count of Perche""]",4,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""Geoffrey III, Count of Perche"", ""Rotrou IV, Count of Perche"", ""Rotrou III, Count of Perche"", ""Margaret of L'Aigle""]","[""Geoffrey III, Count of Perche"", ""Rotrou IV, Count of Perche"", ""Geoffrey II, Count of Perche"", ""William II, Count of Perche"", ""Rotrou III, Count of Perche""]",1.0,1.0,0.0,0.5714,-1.0,-0.4286,2,1,bind
HotpotQA,0,what is one of the stars of  The Newcomers known for,2,"[""Chris Evans (actor)"", ""The Newcomers (film)""]",3,0,5,2,2,0,0,1.0,1.0,0.0,1,1,SetR complete -> DBEC complete,support coverage tied,0,0,0,setr_no_missing_support,[],[],[],"[""The Newcomers (film)"", ""Chris Evans (actor)"", ""Straw Dogs (2011 film)""]","[""Chris Evans (actor)"", ""The Newcomers (film)"", ""Straw Dogs (2011 film)"", ""12 Years a Slave (score)"", ""Wheelock Whitney""]",0.0,0.0,0.0,0.5714,0.0,0.5714,2,1,bind
