dataset,base_dataset,query_index,question,primary_bucket,missing_gold_count,source_has_all_missing_gold,rank_fill5_recovered_missing_count,binding_candidate_recovered_missing_count,dbec_greedy_path_recovered_missing_count,dbec_final_recovered_missing_count,rank_added_gold_count,dbec_added_gold_count,dbec_added_non_gold_count,dbec_replaced_rank_gold_count,dbec_final_duplicate_title_count,near_title_substitution_count,near_title_substitution_pairs_json,bucket_counts_json,gold_titles_json,setr_missing_titles_json,setr_titles_json,rank_fill_titles_json,dbec_titles_json,dbec_greedy_path_titles_json,binding_candidate_titles_json,setr_f1,dbec_f1,delta_f1_dbec_minus_setr,repair_gated_net_gold_delta_vs_rank,repair_gated_harmful_replacement
2Wiki,2wikimultihopqa,756,"Which film whose director was born first, Meri Jung or La Fille Du Torrent?",all_missing_gold_recovered_by_dbec,2,1,2,1,2,2,2,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""Meri Jung"", ""La fille du torrent"", ""Hans Herwig"", ""Subhash Ghai""]","[""Meri Jung"", ""Hans Herwig""]","[""La fille du torrent"", ""Subhash Ghai""]","[""La fille du torrent"", ""Subhash Ghai"", ""Meri Jung"", ""Hans Herwig"", ""Dasari Narayana Rao""]","[""Subhash Ghai"", ""Hans Herwig"", ""La fille du torrent"", ""Meri Jung"", ""Dasari Narayana Rao""]","[""Subhash Ghai"", ""Hans Herwig"", ""La fille du torrent"", ""Meri Jung""]","[""Subhash Ghai"", ""Hans Herwig""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,757,Do both directors of films Júdás and The Wilby Conspiracy share the same nationality?,all_missing_gold_recovered_by_dbec,2,1,2,2,2,2,2,2,0,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""Michael Curtiz"", ""Júdás"", ""Ralph Nelson"", ""The Wilby Conspiracy""]","[""Michael Curtiz"", ""Ralph Nelson""]","[""Júdás"", ""The Wilby Conspiracy"", ""Rijk de Gooyer""]","[""Júdás"", ""The Wilby Conspiracy"", ""Rijk de Gooyer"", ""Michael Curtiz"", ""Ralph Nelson""]","[""Michael Curtiz"", ""Ralph Nelson"", ""Júdás"", ""The Wilby Conspiracy"", ""Rijk de Gooyer""]","[""Michael Curtiz"", ""Ralph Nelson"", ""Júdás"", ""The Wilby Conspiracy""]","[""Michael Curtiz"", ""Ralph Nelson"", ""Konrad Wolf""]",0.0,0.0,0.0,0,0
2Wiki,2wikimultihopqa,769,"Which film has the director who was born later, It'S A Bikini World or A Moment Of Romance?",all_missing_gold_recovered_by_dbec,1,1,0,1,1,1,0,1,2,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""A Moment of Romance"", ""Stephanie Rothman"", ""It's a Bikini World"", ""Benny Chan (film director)""]","[""Stephanie Rothman""]","[""It's a Bikini World"", ""A Moment of Romance"", ""Benny Chan (film director)""]","[""It's a Bikini World"", ""A Moment of Romance"", ""Benny Chan (film director)"", ""A Moment of Romance II"", ""A Moment of Romance III""]","[""A Moment of Romance III"", ""Stephanie Rothman"", ""It's a Bikini World"", ""A Moment of Romance"", ""A Moment of Romance II""]","[""A Moment of Romance III"", ""Stephanie Rothman"", ""It's a Bikini World""]","[""Stephanie Rothman"", ""A Moment of Romance III"", ""Benny Chan (film director)"", ""A Moment of Romance II""]",1.0,0.0,-1.0,0,0
2Wiki,2wikimultihopqa,781,"Which film has the director who was born earlier, Pod Banderą Miłości or World In My Corner?",all_missing_gold_recovered_by_dbec,2,1,2,2,2,2,2,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""Jesse Hibbs"", ""Michał Waszyński"", ""Pod banderą miłości"", ""World in My Corner""]","[""Jesse Hibbs"", ""Michał Waszyński""]","[""Pod banderą miłości"", ""World in My Corner""]","[""Pod banderą miłości"", ""World in My Corner"", ""Michał Waszyński"", ""Jesse Hibbs"", ""Charles Vidor""]","[""Michał Waszyński"", ""Jesse Hibbs"", ""Pod banderą miłości"", ""World in My Corner"", ""Charles Vidor""]","[""Michał Waszyński"", ""Jesse Hibbs"", ""Pod banderą miłości"", ""World in My Corner""]","[""Michał Waszyński"", ""Jesse Hibbs""]",0.0,1.0,1.0,0,0
2Wiki,2wikimultihopqa,787,"Which film whose director was born first, Bhaji On The Beach or Bugsy?",all_missing_gold_recovered_by_dbec,1,1,1,0,1,1,1,1,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Bhaji on the Beach"", ""Gurinder Chadha"", ""Barry Levinson"", ""Bugsy""]","[""Bhaji on the Beach""]","[""Gurinder Chadha"", ""Bugsy"", ""Barry Levinson""]","[""Gurinder Chadha"", ""Bugsy"", ""Barry Levinson"", ""Bhaji on the Beach"", ""Johanna ter Steege""]","[""Gurinder Chadha"", ""Barry Levinson"", ""Bugsy"", ""Bhaji on the Beach"", ""Johanna ter Steege""]","[""Gurinder Chadha"", ""Barry Levinson"", ""Bugsy"", ""Bhaji on the Beach""]","[""Gurinder Chadha"", ""Barry Levinson""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,792,"Which film has the director who was born later, Alludugaru or The Laughing Woman?",all_missing_gold_recovered_by_dbec,2,1,2,1,2,2,2,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""K. Raghavendra Rao"", ""Piero Schivazappa"", ""Alludugaru"", ""The Laughing Woman""]","[""K. Raghavendra Rao"", ""The Laughing Woman""]","[""Alludugaru"", ""Piero Schivazappa""]","[""Alludugaru"", ""Piero Schivazappa"", ""The Laughing Woman"", ""The Laughing Lady"", ""K. Raghavendra Rao""]","[""K. Raghavendra Rao"", ""Piero Schivazappa"", ""The Laughing Woman"", ""Alludugaru"", ""The Laughing Lady""]","[""K. Raghavendra Rao"", ""Piero Schivazappa"", ""The Laughing Woman"", ""Alludugaru""]","[""K. Raghavendra Rao"", ""Piero Schivazappa""]",0.0,1.0,1.0,0,0
2Wiki,2wikimultihopqa,795,"Which film whose director was born first, Apasionadamente or The Blue Bead?",all_missing_gold_recovered_by_dbec,1,1,0,1,1,1,0,1,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Luis César Amadori"", ""The Blue Bead"", ""Ertem Eğilmez"", ""Apasionadamente""]","[""Ertem Eğilmez""]","[""Apasionadamente"", ""Luis César Amadori"", ""The Blue Bead""]","[""Apasionadamente"", ""Luis César Amadori"", ""The Blue Bead"", ""The Very Merry Widows"", ""The Devil in Miss Jones""]","[""Luis César Amadori"", ""Ertem Eğilmez"", ""Beeper (film)"", ""Apasionadamente"", ""The Blue Bead""]","[""Luis César Amadori"", ""Ertem Eğilmez"", ""Beeper (film)"", ""Apasionadamente"", ""The Blue Bead""]","[""Luis César Amadori"", ""Bigas Luna"", ""Ertem Eğilmez""]",1.0,1.0,0.0,1,0
2Wiki,2wikimultihopqa,796,"Which film whose director is younger, Kalippava or A Couch In New York?",all_missing_gold_recovered_by_dbec,2,1,2,2,1,2,2,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""A. B. Raj"", ""Kalippava"", ""A Couch in New York"", ""Chantal Akerman""]","[""A. B. Raj"", ""Chantal Akerman""]","[""A Couch in New York"", ""Kalippava""]","[""A Couch in New York"", ""Kalippava"", ""Chantal Akerman"", ""A. B. Raj"", ""Doug Liman""]","[""Sanal Kumar Sasidharan"", ""Chantal Akerman"", ""A Couch in New York"", ""Kalippava"", ""A. B. Raj""]","[""Sanal Kumar Sasidharan"", ""Chantal Akerman"", ""A Couch in New York"", ""Kalippava""]","[""A. B. Raj"", ""Sanal Kumar Sasidharan"", ""Chantal Akerman""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,801,"Which film whose director was born first, The Last Paradises: On The Track Of Rare Animals or Waterlily Jaguar?",all_missing_gold_recovered_by_dbec,2,1,2,2,2,2,2,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""The Last Paradises: On the Track of Rare Animals"", ""Eugen Schuhmacher"", ""Waterlily Jaguar"", ""Melora Walters""]","[""Eugen Schuhmacher"", ""Melora Walters""]","[""The Last Paradises: On the Track of Rare Animals"", ""Waterlily Jaguar""]","[""The Last Paradises: On the Track of Rare Animals"", ""Waterlily Jaguar"", ""Eugen Schuhmacher"", ""Melora Walters"", ""Werner Herzog""]","[""Eugen Schuhmacher"", ""Waterlily Jaguar"", ""Melora Walters"", ""The Last Paradises: On the Track of Rare Animals"", ""Werner Herzog""]","[""Eugen Schuhmacher"", ""Waterlily Jaguar"", ""Melora Walters"", ""The Last Paradises: On the Track of Rare Animals""]","[""Eugen Schuhmacher"", ""Melora Walters""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,803,"Which film has the director who was born later, Sylvie Et Le Fantôme or Sky Patrol?",all_missing_gold_recovered_by_dbec,2,1,2,2,2,2,2,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""Sylvie et le fantôme"", ""Claude Autant-Lara"", ""Sky Patrol"", ""Howard Bretherton""]","[""Claude Autant-Lara"", ""Howard Bretherton""]","[""Sylvie et le fantôme"", ""Sky Patrol""]","[""Sylvie et le fantôme"", ""Sky Patrol"", ""Claude Autant-Lara"", ""Georges Lautner"", ""Howard Bretherton""]","[""Claude Autant-Lara"", ""Howard Bretherton"", ""Sylvie et le fantôme"", ""Sky Patrol"", ""Georges Lautner""]","[""Claude Autant-Lara"", ""Howard Bretherton"", ""Sylvie et le fantôme"", ""Sky Patrol""]","[""Claude Autant-Lara"", ""Howard Bretherton""]",0.0,1.0,1.0,0,0
2Wiki,2wikimultihopqa,814,"Which film has the director who was born earlier, The Appeal To Conscience or Pretty Persuasion?",all_missing_gold_recovered_by_dbec,2,1,2,1,2,2,2,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""Pretty Persuasion"", ""The Appeal to Conscience"", ""Marcos Siega"", ""Karl Anton""]","[""The Appeal to Conscience"", ""Marcos Siega""]","[""Karl Anton"", ""Pretty Persuasion""]","[""Karl Anton"", ""Pretty Persuasion"", ""The Appeal to Conscience"", ""Marcos Siega"", ""Ingmar Bergman""]","[""Marcos Siega"", ""Karl Anton"", ""The Appeal to Conscience"", ""Pretty Persuasion"", ""Ingmar Bergman""]","[""Marcos Siega"", ""Karl Anton"", ""The Appeal to Conscience"", ""Pretty Persuasion""]","[""Karl Anton"", ""Marcos Siega"", ""Michael Lehmann""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,831,"Which film whose director is younger, Keep 'Em Rolling or Balipeetam?",all_missing_gold_recovered_by_dbec,2,1,2,2,2,2,2,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""Balipeetam"", ""Dasari Narayana Rao"", ""George Archainbaud"", ""Keep 'Em Rolling""]","[""Dasari Narayana Rao"", ""George Archainbaud""]","[""Balipeetam"", ""Keep 'Em Rolling""]","[""Balipeetam"", ""Keep 'Em Rolling"", ""Dasari Narayana Rao"", ""George Archainbaud"", ""The Shadow of the Desert""]","[""George Archainbaud"", ""Dasari Narayana Rao"", ""Keep 'Em Rolling"", ""Balipeetam"", ""The Shadow of the Desert""]","[""George Archainbaud"", ""Dasari Narayana Rao"", ""Keep 'Em Rolling"", ""Balipeetam""]","[""George Archainbaud"", ""Dasari Narayana Rao""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,833,"Which film has the director who was born earlier, Day Of The Cobra or Time Of Roses?",all_missing_gold_recovered_by_dbec,1,1,0,1,1,1,0,1,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Risto Jarva"", ""Enzo G. Castellari"", ""Time of Roses"", ""Day of the Cobra""]","[""Risto Jarva""]","[""Day of the Cobra"", ""Time of Roses"", ""Enzo G. Castellari""]","[""Day of the Cobra"", ""Time of Roses"", ""Enzo G. Castellari"", ""Destruction Force"", ""No Time for Flowers""]","[""Enzo G. Castellari"", ""Risto Jarva"", ""Day of the Cobra"", ""Time of Roses"", ""Destruction Force""]","[""Enzo G. Castellari"", ""Risto Jarva"", ""Day of the Cobra"", ""Time of Roses""]","[""Enzo G. Castellari"", ""Risto Jarva""]",0.3333333333333333,1.0,0.6666666666666667,1,0
2Wiki,2wikimultihopqa,834,"Which film whose director is younger, My Baby'S Daddy or A Tale Of Winter?",all_missing_gold_recovered_by_dbec,2,1,1,2,2,2,1,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""A Tale of Winter"", ""Éric Rohmer"", ""Cheryl Dunye"", ""My Baby's Daddy""]","[""Éric Rohmer"", ""Cheryl Dunye""]","[""My Baby's Daddy"", ""A Tale of Winter""]","[""My Baby's Daddy"", ""A Tale of Winter"", ""Cheryl Dunye"", ""A Tale of Springtime"", ""Man without a Passport""]","[""Cheryl Dunye"", ""Éric Rohmer"", ""My Baby's Daddy"", ""A Tale of Winter"", ""A Tale of Springtime""]","[""Cheryl Dunye"", ""Éric Rohmer"", ""My Baby's Daddy"", ""A Tale of Winter""]","[""Cheryl Dunye"", ""Éric Rohmer""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,838,"Which film has the director died earlier, The Mark Of The Renegade or Muchachas Que Estudian?",all_missing_gold_recovered_by_dbec,2,1,1,2,2,2,1,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""Manuel Romero"", ""Hugo Fregonese"", ""The Mark of the Renegade"", ""Muchachas que estudian""]","[""Manuel Romero"", ""Hugo Fregonese""]","[""The Mark of the Renegade"", ""Muchachas que estudian""]","[""The Mark of the Renegade"", ""Muchachas que estudian"", ""Hugo Fregonese"", ""Henry Hathaway"", ""Son of the Renegade""]","[""Manuel Romero"", ""Hugo Fregonese"", ""Son of the Renegade"", ""Muchachas que estudian"", ""The Mark of the Renegade""]","[""Manuel Romero"", ""Hugo Fregonese"", ""Son of the Renegade"", ""Muchachas que estudian"", ""The Mark of the Renegade""]","[""Hugo Fregonese"", ""Manuel Romero""]",0.0,1.0,1.0,1,0
2Wiki,2wikimultihopqa,865,"Which film has the director born first, Killer: Dead Or Alive or Adultery: A User'S Guide?",all_missing_gold_recovered_by_dbec,2,1,0,2,2,2,0,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""Scott Shaw"", ""Christine Pascal"", ""Adultery: A User's Guide"", ""Killer: Dead or Alive""]","[""Scott Shaw"", ""Christine Pascal""]","[""Killer: Dead or Alive"", ""Adultery: A User's Guide""]","[""Killer: Dead or Alive"", ""Adultery: A User's Guide"", ""Aditya Chopra"", ""Tsui Hark"", ""Charles, Dead or Alive""]","[""Christine Pascal"", ""Scott Shaw"", ""Adultery: A User's Guide"", ""Killer: Dead or Alive"", ""Aditya Chopra""]","[""Christine Pascal"", ""Scott Shaw"", ""Adultery: A User's Guide"", ""Killer: Dead or Alive""]","[""Scott Shaw"", ""Christine Pascal""]",0.0,1.0,1.0,1,0
2Wiki,2wikimultihopqa,869,"Which film has the director who was born later, Así En El Cielo Como En La Tierra or Buck And The Preacher?",gold_absent_from_source_pool,2,0,1,1,1,1,1,1,2,0,0,0,[],"{""gold_absent_from_source_pool"": 1, ""gold_recovered_by_dbec_final"": 1}","[""Sidney Poitier"", ""Así en el cielo como en la tierra"", ""Buck and the Preacher"", ""José Luis Cuerda""]","[""Sidney Poitier"", ""José Luis Cuerda""]","[""Buck and the Preacher"", ""Así en el cielo como en la tierra""]","[""Buck and the Preacher"", ""Así en el cielo como en la tierra"", ""José Luis Cuerda"", ""James Goldstone"", ""The Wilby Conspiracy""]","[""José Luis Cuerda"", ""Buck and the Preacher"", ""Así en el cielo como en la tierra"", ""James Goldstone"", ""The Wilby Conspiracy""]","[""José Luis Cuerda"", ""Buck and the Preacher"", ""Así en el cielo como en la tierra""]","[""José Luis Cuerda""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,871,Do director of film D'Annunzio (Film) and director of film Così Parlò Bellavista have the same nationality?,all_missing_gold_recovered_by_dbec,1,1,0,1,1,1,0,1,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Sergio Nasca"", ""Così parlò Bellavista"", ""D'Annunzio (film)"", ""Luciano De Crescenzo""]","[""Sergio Nasca""]","[""D'Annunzio (film)"", ""Così parlò Bellavista"", ""Luciano De Crescenzo""]","[""D'Annunzio (film)"", ""Così parlò Bellavista"", ""Luciano De Crescenzo"", ""Alberto Lattuada"", ""Dino Risi""]","[""Sergio Nasca"", ""Luciano De Crescenzo"", ""D'Annunzio (film)"", ""Così parlò Bellavista"", ""Alberto Lattuada""]","[""Sergio Nasca"", ""Luciano De Crescenzo"", ""D'Annunzio (film)"", ""Così parlò Bellavista""]","[""Sergio Nasca"", ""Alberto Lattuada"", ""Raffaello Matarazzo"", ""Luciano De Crescenzo""]",1.0,1.0,0.0,1,0
2Wiki,2wikimultihopqa,873,"Which film has the director born first, Shadows In Paradise or Dog Law?",all_missing_gold_recovered_by_dbec,2,1,2,2,1,2,2,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""Dog Law"", ""Jerome Storm"", ""Aki Kaurismäki"", ""Shadows in Paradise""]","[""Jerome Storm"", ""Aki Kaurismäki""]","[""Shadows in Paradise"", ""Dog Law""]","[""Shadows in Paradise"", ""Dog Law"", ""Aki Kaurismäki"", ""Jerome Storm"", ""Shawn Levy""]","[""Aki Kaurismäki"", ""Shadows in Paradise"", ""Dog Law"", ""Jerome Storm"", ""Shawn Levy""]","[""Aki Kaurismäki"", ""Shadows in Paradise"", ""Dog Law""]","[""Aki Kaurismäki"", ""Jerome Storm""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,876,"Which film has the director who was born first, Piccoli Fuochi or The Nice Guys?",gold_in_binding_candidates_not_selected,2,1,2,1,1,1,2,1,2,1,0,0,[],"{""gold_in_binding_candidates_not_selected"": 1, ""gold_recovered_by_dbec_final"": 1}","[""The Nice Guys"", ""Shane Black"", ""Peter Del Monte"", ""Piccoli fuochi""]","[""The Nice Guys"", ""Peter Del Monte""]","[""Shane Black"", ""Piccoli fuochi""]","[""Shane Black"", ""Piccoli fuochi"", ""The Nice Guys"", ""Peter Del Monte"", ""Murielle Telio""]","[""Duilio Coletti"", ""Shane Black"", ""Ringo-en no shōjo"", ""The Nice Guys"", ""Piccoli fuochi""]","[""Duilio Coletti"", ""Shane Black"", ""Ringo-en no shōjo"", ""The Nice Guys"", ""Piccoli fuochi""]","[""Peter Del Monte"", ""Duilio Coletti"", ""Shane Black""]",0.0,1.0,1.0,0,0
2Wiki,2wikimultihopqa,882,"Which film has the director died later, Calling Philo Vance or The Witch'S Curse?",all_missing_gold_recovered_by_dbec,1,1,1,0,1,1,1,1,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Calling Philo Vance"", ""William Clemens (film director)"", ""The Witch's Curse"", ""Riccardo Freda""]","[""The Witch's Curse""]","[""Calling Philo Vance"", ""William Clemens (film director)"", ""Riccardo Freda""]","[""Calling Philo Vance"", ""William Clemens (film director)"", ""Riccardo Freda"", ""The Witch's Curse"", ""Kirk Morris""]","[""William Clemens (film director)"", ""Riccardo Freda"", ""The Witch's Curse"", ""Calling Philo Vance"", ""Kirk Morris""]","[""William Clemens (film director)"", ""Riccardo Freda"", ""The Witch's Curse"", ""Calling Philo Vance""]","[""William Clemens (film director)"", ""Rex Ingram (director)"", ""Riccardo Freda""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,887,"Which film whose director is younger, Becoming Dick or Nude On The Moon?",all_missing_gold_recovered_by_dbec,1,1,1,1,0,1,1,1,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Nude on the Moon"", ""Doris Wishman"", ""Becoming Dick"", ""Bob Saget""]","[""Doris Wishman""]","[""Becoming Dick"", ""Nude on the Moon"", ""Bob Saget""]","[""Becoming Dick"", ""Nude on the Moon"", ""Bob Saget"", ""Doris Wishman"", ""Man on the Moon""]","[""Pasquale Festa Campanile"", ""Becoming Dick"", ""Bob Saget"", ""Nude on the Moon"", ""Doris Wishman""]","[""Pasquale Festa Campanile"", ""Becoming Dick"", ""Bob Saget"", ""Nude on the Moon""]","[""Bob Saget"", ""Doris Wishman"", ""Pasquale Festa Campanile""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,891,"Which film has the director who was born later, Vote For Huggett or Romance In The Dark?",gold_in_binding_candidates_not_selected,2,1,2,1,0,0,2,0,3,2,0,0,[],"{""gold_in_binding_candidates_not_selected"": 1, ""gold_in_rank_fill_not_dbec"": 1}","[""Romance in the Dark"", ""H. C. Potter"", ""Vote for Huggett"", ""Ken Annakin""]","[""Romance in the Dark"", ""Ken Annakin""]","[""Vote for Huggett"", ""H. C. Potter""]","[""Vote for Huggett"", ""H. C. Potter"", ""Romance in the Dark"", ""Ken Annakin"", ""The Time of Your Life (film)""]","[""Tom Clegg (director)"", ""H. C. Potter"", ""Romance of the Redwoods"", ""Vote for Huggett"", ""(Romance) in the Digital Age""]","[""Tom Clegg (director)"", ""H. C. Potter"", ""Romance of the Redwoods"", ""Vote for Huggett"", ""(Romance) in the Digital Age""]","[""Ken Annakin"", ""Tom Clegg (director)"", ""H. C. Potter""]",0.0,0.0,0.0,0,0
2Wiki,2wikimultihopqa,896,"Which film whose director is younger, The Pulse Of Life or The Hungover Games?",all_missing_gold_recovered_by_dbec,1,1,1,1,1,1,1,1,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""The Pulse of Life"", ""Josh Stolberg"", ""The Hungover Games"", ""Rex Ingram (director)""]","[""Rex Ingram (director)""]","[""The Hungover Games"", ""The Pulse of Life"", ""Josh Stolberg""]","[""The Hungover Games"", ""The Pulse of Life"", ""Josh Stolberg"", ""Ania Spiering"", ""Rex Ingram (director)""]","[""Rex Ingram (director)"", ""Josh Stolberg"", ""Ringo-en no shōjo"", ""The Hungover Games"", ""The Pulse of Life""]","[""Rex Ingram (director)"", ""Josh Stolberg"", ""Ringo-en no shōjo"", ""The Hungover Games"", ""The Pulse of Life""]","[""Rex Ingram (director)"", ""Josh Stolberg""]",1.0,1.0,0.0,0,0
2Wiki,2wikimultihopqa,901,"Which film has the director born earlier, More Bloody Meetings or Riders Of The Badlands?",all_missing_gold_recovered_by_dbec,2,1,1,2,1,2,1,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""Riders of the Badlands"", ""More Bloody Meetings"", ""Charles Crichton"", ""Howard Bretherton""]","[""Charles Crichton"", ""Howard Bretherton""]","[""More Bloody Meetings"", ""Riders of the Badlands""]","[""More Bloody Meetings"", ""Riders of the Badlands"", ""Howard Bretherton"", ""Sky Patrol"", ""The Greyhound Limited""]","[""R. G. Springsteen"", ""Charles Crichton"", ""More Bloody Meetings"", ""Riders of the Badlands"", ""Howard Bretherton""]","[""R. G. Springsteen"", ""Charles Crichton"", ""More Bloody Meetings"", ""Riders of the Badlands""]","[""Charles Crichton"", ""Howard Bretherton"", ""R. G. Springsteen""]",0.0,1.0,1.0,0,0
2Wiki,2wikimultihopqa,902,"Which film has the director who died later, A Journey Through Filmland or The Shepherd Lassie Of Argyle?",all_missing_gold_recovered_by_dbec,2,1,1,1,2,2,1,2,1,0,0,0,[],"{""gold_recovered_by_dbec_final"": 2}","[""Laurence Trimble"", ""Beaumont Smith"", ""The Shepherd Lassie of Argyle"", ""A Journey Through Filmland""]","[""Beaumont Smith"", ""A Journey Through Filmland""]","[""The Shepherd Lassie of Argyle"", ""Laurence Trimble""]","[""The Shepherd Lassie of Argyle"", ""Laurence Trimble"", ""A Journey Through Filmland"", ""The Picture of Dorian Gray (1913 film)"", ""Melville W. Brown""]","[""Beaumont Smith"", ""Laurence Trimble"", ""A Journey Through Filmland"", ""The Shepherd Lassie of Argyle"", ""The Picture of Dorian Gray (1913 film)""]","[""Beaumont Smith"", ""Laurence Trimble"", ""A Journey Through Filmland"", ""The Shepherd Lassie of Argyle""]","[""Beaumont Smith"", ""Laurence Trimble""]",1.0,1.0,0.0,1,0
