dataset,base_dataset,query_index,question,gold_title,bucket,source_has_gold,source_gold_positions_json,source_best_gold_rank,rank_fill5_has_gold,binding_candidates_have_gold,dbec_greedy_path_has_gold,dbec_final_has_gold,setr_selected_count,gold_doc_count,requirement_count,dependent_req_count,setr_f1,dbec_f1,delta_f1_dbec_minus_setr,rank_fill_positions_json,rank_fill_titles_json,dbec_final_positions_json,dbec_final_titles_json,dbec_greedy_path_positions_json,dbec_greedy_path_titles_json,binding_candidate_positions_json,binding_candidate_titles_json
2Wiki,2wikimultihopqa,792,"Which film has the director who was born later, Alludugaru or The Laughing Woman?",K. Raghavendra Rao,gold_recovered_by_dbec_final,1,[4],4,1,1,1,1,2,4,4,2,0.0,1.0,1.0,"[1, 3, 0, 2, 4]","[""Alludugaru"", ""Piero Schivazappa"", ""The Laughing Woman"", ""The Laughing Lady"", ""K. Raghavendra Rao""]","[4, 3, 0, 1, 2]","[""K. Raghavendra Rao"", ""Piero Schivazappa"", ""The Laughing Woman"", ""Alludugaru"", ""The Laughing Lady""]","[4, 3, 0, 1]","[""K. Raghavendra Rao"", ""Piero Schivazappa"", ""The Laughing Woman"", ""Alludugaru""]","[4, 3]","[""K. Raghavendra Rao"", ""Piero Schivazappa""]"
2Wiki,2wikimultihopqa,792,"Which film has the director who was born later, Alludugaru or The Laughing Woman?",The Laughing Woman,gold_recovered_by_dbec_final,1,[0],0,1,0,1,1,2,4,4,2,0.0,1.0,1.0,"[1, 3, 0, 2, 4]","[""Alludugaru"", ""Piero Schivazappa"", ""The Laughing Woman"", ""The Laughing Lady"", ""K. Raghavendra Rao""]","[4, 3, 0, 1, 2]","[""K. Raghavendra Rao"", ""Piero Schivazappa"", ""The Laughing Woman"", ""Alludugaru"", ""The Laughing Lady""]","[4, 3, 0, 1]","[""K. Raghavendra Rao"", ""Piero Schivazappa"", ""The Laughing Woman"", ""Alludugaru""]","[4, 3]","[""K. Raghavendra Rao"", ""Piero Schivazappa""]"
2Wiki,2wikimultihopqa,795,"Which film whose director was born first, Apasionadamente or The Blue Bead?",Ertem Eğilmez,gold_recovered_by_dbec_final,1,[31],31,0,1,1,1,3,4,4,2,1.0,1.0,0.0,"[1, 2, 0, 3, 4]","[""Apasionadamente"", ""Luis César Amadori"", ""The Blue Bead"", ""The Very Merry Widows"", ""The Devil in Miss Jones""]","[2, 31, 8, 1, 0]","[""Luis César Amadori"", ""Ertem Eğilmez"", ""Beeper (film)"", ""Apasionadamente"", ""The Blue Bead""]","[2, 31, 8, 1, 0]","[""Luis César Amadori"", ""Ertem Eğilmez"", ""Beeper (film)"", ""Apasionadamente"", ""The Blue Bead""]","[2, 60, 31]","[""Luis César Amadori"", ""Bigas Luna"", ""Ertem Eğilmez""]"
2Wiki,2wikimultihopqa,796,"Which film whose director is younger, Kalippava or A Couch In New York?",A. B. Raj,gold_recovered_by_dbec_final,1,[3],3,1,1,0,1,2,4,4,2,1.0,1.0,0.0,"[0, 1, 2, 3, 4]","[""A Couch in New York"", ""Kalippava"", ""Chantal Akerman"", ""A. B. Raj"", ""Doug Liman""]","[66, 2, 0, 1, 3]","[""Sanal Kumar Sasidharan"", ""Chantal Akerman"", ""A Couch in New York"", ""Kalippava"", ""A. B. Raj""]","[66, 2, 0, 1]","[""Sanal Kumar Sasidharan"", ""Chantal Akerman"", ""A Couch in New York"", ""Kalippava""]","[3, 66, 2]","[""A. B. Raj"", ""Sanal Kumar Sasidharan"", ""Chantal Akerman""]"
2Wiki,2wikimultihopqa,796,"Which film whose director is younger, Kalippava or A Couch In New York?",Chantal Akerman,gold_recovered_by_dbec_final,1,[2],2,1,1,1,1,2,4,4,2,1.0,1.0,0.0,"[0, 1, 2, 3, 4]","[""A Couch in New York"", ""Kalippava"", ""Chantal Akerman"", ""A. B. Raj"", ""Doug Liman""]","[66, 2, 0, 1, 3]","[""Sanal Kumar Sasidharan"", ""Chantal Akerman"", ""A Couch in New York"", ""Kalippava"", ""A. B. Raj""]","[66, 2, 0, 1]","[""Sanal Kumar Sasidharan"", ""Chantal Akerman"", ""A Couch in New York"", ""Kalippava""]","[3, 66, 2]","[""A. B. Raj"", ""Sanal Kumar Sasidharan"", ""Chantal Akerman""]"
2Wiki,2wikimultihopqa,801,"Which film whose director was born first, The Last Paradises: On The Track Of Rare Animals or Waterlily Jaguar?",Eugen Schuhmacher,gold_recovered_by_dbec_final,1,[2],2,1,1,1,1,2,4,4,2,1.0,1.0,0.0,"[0, 1, 2, 3, 4]","[""The Last Paradises: On the Track of Rare Animals"", ""Waterlily Jaguar"", ""Eugen Schuhmacher"", ""Melora Walters"", ""Werner Herzog""]","[2, 1, 3, 0, 4]","[""Eugen Schuhmacher"", ""Waterlily Jaguar"", ""Melora Walters"", ""The Last Paradises: On the Track of Rare Animals"", ""Werner Herzog""]","[2, 1, 3, 0]","[""Eugen Schuhmacher"", ""Waterlily Jaguar"", ""Melora Walters"", ""The Last Paradises: On the Track of Rare Animals""]","[2, 3]","[""Eugen Schuhmacher"", ""Melora Walters""]"
2Wiki,2wikimultihopqa,801,"Which film whose director was born first, The Last Paradises: On The Track Of Rare Animals or Waterlily Jaguar?",Melora Walters,gold_recovered_by_dbec_final,1,[3],3,1,1,1,1,2,4,4,2,1.0,1.0,0.0,"[0, 1, 2, 3, 4]","[""The Last Paradises: On the Track of Rare Animals"", ""Waterlily Jaguar"", ""Eugen Schuhmacher"", ""Melora Walters"", ""Werner Herzog""]","[2, 1, 3, 0, 4]","[""Eugen Schuhmacher"", ""Waterlily Jaguar"", ""Melora Walters"", ""The Last Paradises: On the Track of Rare Animals"", ""Werner Herzog""]","[2, 1, 3, 0]","[""Eugen Schuhmacher"", ""Waterlily Jaguar"", ""Melora Walters"", ""The Last Paradises: On the Track of Rare Animals""]","[2, 3]","[""Eugen Schuhmacher"", ""Melora Walters""]"
2Wiki,2wikimultihopqa,803,"Which film has the director who was born later, Sylvie Et Le Fantôme or Sky Patrol?",Claude Autant-Lara,gold_recovered_by_dbec_final,1,[2],2,1,1,1,1,2,4,4,2,0.0,1.0,1.0,"[1, 0, 2, 3, 4]","[""Sylvie et le fantôme"", ""Sky Patrol"", ""Claude Autant-Lara"", ""Georges Lautner"", ""Howard Bretherton""]","[2, 4, 1, 0, 3]","[""Claude Autant-Lara"", ""Howard Bretherton"", ""Sylvie et le fantôme"", ""Sky Patrol"", ""Georges Lautner""]","[2, 4, 1, 0]","[""Claude Autant-Lara"", ""Howard Bretherton"", ""Sylvie et le fantôme"", ""Sky Patrol""]","[2, 4]","[""Claude Autant-Lara"", ""Howard Bretherton""]"
2Wiki,2wikimultihopqa,803,"Which film has the director who was born later, Sylvie Et Le Fantôme or Sky Patrol?",Howard Bretherton,gold_recovered_by_dbec_final,1,[4],4,1,1,1,1,2,4,4,2,0.0,1.0,1.0,"[1, 0, 2, 3, 4]","[""Sylvie et le fantôme"", ""Sky Patrol"", ""Claude Autant-Lara"", ""Georges Lautner"", ""Howard Bretherton""]","[2, 4, 1, 0, 3]","[""Claude Autant-Lara"", ""Howard Bretherton"", ""Sylvie et le fantôme"", ""Sky Patrol"", ""Georges Lautner""]","[2, 4, 1, 0]","[""Claude Autant-Lara"", ""Howard Bretherton"", ""Sylvie et le fantôme"", ""Sky Patrol""]","[2, 4]","[""Claude Autant-Lara"", ""Howard Bretherton""]"
2Wiki,2wikimultihopqa,814,"Which film has the director who was born earlier, The Appeal To Conscience or Pretty Persuasion?",The Appeal to Conscience,gold_recovered_by_dbec_final,1,[1],1,1,0,1,1,2,4,4,2,1.0,1.0,0.0,"[3, 0, 1, 2, 4]","[""Karl Anton"", ""Pretty Persuasion"", ""The Appeal to Conscience"", ""Marcos Siega"", ""Ingmar Bergman""]","[2, 3, 1, 0, 4]","[""Marcos Siega"", ""Karl Anton"", ""The Appeal to Conscience"", ""Pretty Persuasion"", ""Ingmar Bergman""]","[2, 3, 1, 0]","[""Marcos Siega"", ""Karl Anton"", ""The Appeal to Conscience"", ""Pretty Persuasion""]","[3, 2, 57]","[""Karl Anton"", ""Marcos Siega"", ""Michael Lehmann""]"
2Wiki,2wikimultihopqa,814,"Which film has the director who was born earlier, The Appeal To Conscience or Pretty Persuasion?",Marcos Siega,gold_recovered_by_dbec_final,1,[2],2,1,1,1,1,2,4,4,2,1.0,1.0,0.0,"[3, 0, 1, 2, 4]","[""Karl Anton"", ""Pretty Persuasion"", ""The Appeal to Conscience"", ""Marcos Siega"", ""Ingmar Bergman""]","[2, 3, 1, 0, 4]","[""Marcos Siega"", ""Karl Anton"", ""The Appeal to Conscience"", ""Pretty Persuasion"", ""Ingmar Bergman""]","[2, 3, 1, 0]","[""Marcos Siega"", ""Karl Anton"", ""The Appeal to Conscience"", ""Pretty Persuasion""]","[3, 2, 57]","[""Karl Anton"", ""Marcos Siega"", ""Michael Lehmann""]"
2Wiki,2wikimultihopqa,831,"Which film whose director is younger, Keep 'Em Rolling or Balipeetam?",Dasari Narayana Rao,gold_recovered_by_dbec_final,1,[2],2,1,1,1,1,2,4,4,2,1.0,1.0,0.0,"[0, 1, 2, 3, 4]","[""Balipeetam"", ""Keep 'Em Rolling"", ""Dasari Narayana Rao"", ""George Archainbaud"", ""The Shadow of the Desert""]","[3, 2, 1, 0, 4]","[""George Archainbaud"", ""Dasari Narayana Rao"", ""Keep 'Em Rolling"", ""Balipeetam"", ""The Shadow of the Desert""]","[3, 2, 1, 0]","[""George Archainbaud"", ""Dasari Narayana Rao"", ""Keep 'Em Rolling"", ""Balipeetam""]","[3, 2]","[""George Archainbaud"", ""Dasari Narayana Rao""]"
2Wiki,2wikimultihopqa,831,"Which film whose director is younger, Keep 'Em Rolling or Balipeetam?",George Archainbaud,gold_recovered_by_dbec_final,1,[3],3,1,1,1,1,2,4,4,2,1.0,1.0,0.0,"[0, 1, 2, 3, 4]","[""Balipeetam"", ""Keep 'Em Rolling"", ""Dasari Narayana Rao"", ""George Archainbaud"", ""The Shadow of the Desert""]","[3, 2, 1, 0, 4]","[""George Archainbaud"", ""Dasari Narayana Rao"", ""Keep 'Em Rolling"", ""Balipeetam"", ""The Shadow of the Desert""]","[3, 2, 1, 0]","[""George Archainbaud"", ""Dasari Narayana Rao"", ""Keep 'Em Rolling"", ""Balipeetam""]","[3, 2]","[""George Archainbaud"", ""Dasari Narayana Rao""]"
2Wiki,2wikimultihopqa,833,"Which film has the director who was born earlier, Day Of The Cobra or Time Of Roses?",Risto Jarva,gold_recovered_by_dbec_final,1,[24],24,0,1,1,1,3,4,4,2,0.3333333333333333,1.0,0.6666666666666667,"[0, 1, 3, 2, 4]","[""Day of the Cobra"", ""Time of Roses"", ""Enzo G. Castellari"", ""Destruction Force"", ""No Time for Flowers""]","[3, 24, 0, 1, 2]","[""Enzo G. Castellari"", ""Risto Jarva"", ""Day of the Cobra"", ""Time of Roses"", ""Destruction Force""]","[3, 24, 0, 1]","[""Enzo G. Castellari"", ""Risto Jarva"", ""Day of the Cobra"", ""Time of Roses""]","[3, 24]","[""Enzo G. Castellari"", ""Risto Jarva""]"
2Wiki,2wikimultihopqa,834,"Which film whose director is younger, My Baby'S Daddy or A Tale Of Winter?",Éric Rohmer,gold_recovered_by_dbec_final,1,[6],6,0,1,1,1,2,4,4,2,1.0,1.0,0.0,"[0, 1, 2, 3, 4]","[""My Baby's Daddy"", ""A Tale of Winter"", ""Cheryl Dunye"", ""A Tale of Springtime"", ""Man without a Passport""]","[2, 6, 0, 1, 3]","[""Cheryl Dunye"", ""Éric Rohmer"", ""My Baby's Daddy"", ""A Tale of Winter"", ""A Tale of Springtime""]","[2, 6, 0, 1]","[""Cheryl Dunye"", ""Éric Rohmer"", ""My Baby's Daddy"", ""A Tale of Winter""]","[2, 6]","[""Cheryl Dunye"", ""Éric Rohmer""]"
2Wiki,2wikimultihopqa,834,"Which film whose director is younger, My Baby'S Daddy or A Tale Of Winter?",Cheryl Dunye,gold_recovered_by_dbec_final,1,[2],2,1,1,1,1,2,4,4,2,1.0,1.0,0.0,"[0, 1, 2, 3, 4]","[""My Baby's Daddy"", ""A Tale of Winter"", ""Cheryl Dunye"", ""A Tale of Springtime"", ""Man without a Passport""]","[2, 6, 0, 1, 3]","[""Cheryl Dunye"", ""Éric Rohmer"", ""My Baby's Daddy"", ""A Tale of Winter"", ""A Tale of Springtime""]","[2, 6, 0, 1]","[""Cheryl Dunye"", ""Éric Rohmer"", ""My Baby's Daddy"", ""A Tale of Winter""]","[2, 6]","[""Cheryl Dunye"", ""Éric Rohmer""]"
2Wiki,2wikimultihopqa,838,"Which film has the director died earlier, The Mark Of The Renegade or Muchachas Que Estudian?",Manuel Romero,gold_recovered_by_dbec_final,1,[27],27,0,1,1,1,2,4,4,2,0.0,1.0,1.0,"[0, 4, 1, 2, 3]","[""The Mark of the Renegade"", ""Muchachas que estudian"", ""Hugo Fregonese"", ""Henry Hathaway"", ""Son of the Renegade""]","[27, 1, 3, 4, 0]","[""Manuel Romero"", ""Hugo Fregonese"", ""Son of the Renegade"", ""Muchachas que estudian"", ""The Mark of the Renegade""]","[27, 1, 3, 4, 0]","[""Manuel Romero"", ""Hugo Fregonese"", ""Son of the Renegade"", ""Muchachas que estudian"", ""The Mark of the Renegade""]","[1, 27]","[""Hugo Fregonese"", ""Manuel Romero""]"
2Wiki,2wikimultihopqa,838,"Which film has the director died earlier, The Mark Of The Renegade or Muchachas Que Estudian?",Hugo Fregonese,gold_recovered_by_dbec_final,1,[1],1,1,1,1,1,2,4,4,2,0.0,1.0,1.0,"[0, 4, 1, 2, 3]","[""The Mark of the Renegade"", ""Muchachas que estudian"", ""Hugo Fregonese"", ""Henry Hathaway"", ""Son of the Renegade""]","[27, 1, 3, 4, 0]","[""Manuel Romero"", ""Hugo Fregonese"", ""Son of the Renegade"", ""Muchachas que estudian"", ""The Mark of the Renegade""]","[27, 1, 3, 4, 0]","[""Manuel Romero"", ""Hugo Fregonese"", ""Son of the Renegade"", ""Muchachas que estudian"", ""The Mark of the Renegade""]","[1, 27]","[""Hugo Fregonese"", ""Manuel Romero""]"
2Wiki,2wikimultihopqa,865,"Which film has the director born first, Killer: Dead Or Alive or Adultery: A User'S Guide?",Scott Shaw,gold_recovered_by_dbec_final,1,[6],6,0,1,1,1,2,4,4,2,0.0,1.0,1.0,"[0, 1, 2, 3, 4]","[""Killer: Dead or Alive"", ""Adultery: A User's Guide"", ""Aditya Chopra"", ""Tsui Hark"", ""Charles, Dead or Alive""]","[35, 6, 1, 0, 2]","[""Christine Pascal"", ""Scott Shaw"", ""Adultery: A User's Guide"", ""Killer: Dead or Alive"", ""Aditya Chopra""]","[35, 6, 1, 0]","[""Christine Pascal"", ""Scott Shaw"", ""Adultery: A User's Guide"", ""Killer: Dead or Alive""]","[6, 35]","[""Scott Shaw"", ""Christine Pascal""]"
2Wiki,2wikimultihopqa,865,"Which film has the director born first, Killer: Dead Or Alive or Adultery: A User'S Guide?",Christine Pascal,gold_recovered_by_dbec_final,1,[35],35,0,1,1,1,2,4,4,2,0.0,1.0,1.0,"[0, 1, 2, 3, 4]","[""Killer: Dead or Alive"", ""Adultery: A User's Guide"", ""Aditya Chopra"", ""Tsui Hark"", ""Charles, Dead or Alive""]","[35, 6, 1, 0, 2]","[""Christine Pascal"", ""Scott Shaw"", ""Adultery: A User's Guide"", ""Killer: Dead or Alive"", ""Aditya Chopra""]","[35, 6, 1, 0]","[""Christine Pascal"", ""Scott Shaw"", ""Adultery: A User's Guide"", ""Killer: Dead or Alive""]","[6, 35]","[""Scott Shaw"", ""Christine Pascal""]"
2Wiki,2wikimultihopqa,869,"Which film has the director who was born later, Así En El Cielo Como En La Tierra or Buck And The Preacher?",Sidney Poitier,gold_absent_from_source_pool,0,[],,0,0,0,0,2,4,4,2,1.0,1.0,0.0,"[0, 1, 2, 3, 4]","[""Buck and the Preacher"", ""Así en el cielo como en la tierra"", ""José Luis Cuerda"", ""James Goldstone"", ""The Wilby Conspiracy""]","[2, 0, 1, 3, 4]","[""José Luis Cuerda"", ""Buck and the Preacher"", ""Así en el cielo como en la tierra"", ""James Goldstone"", ""The Wilby Conspiracy""]","[2, 0, 1]","[""José Luis Cuerda"", ""Buck and the Preacher"", ""Así en el cielo como en la tierra""]",[2],"[""José Luis Cuerda""]"
2Wiki,2wikimultihopqa,869,"Which film has the director who was born later, Así En El Cielo Como En La Tierra or Buck And The Preacher?",José Luis Cuerda,gold_recovered_by_dbec_final,1,[2],2,1,1,1,1,2,4,4,2,1.0,1.0,0.0,"[0, 1, 2, 3, 4]","[""Buck and the Preacher"", ""Así en el cielo como en la tierra"", ""José Luis Cuerda"", ""James Goldstone"", ""The Wilby Conspiracy""]","[2, 0, 1, 3, 4]","[""José Luis Cuerda"", ""Buck and the Preacher"", ""Así en el cielo como en la tierra"", ""James Goldstone"", ""The Wilby Conspiracy""]","[2, 0, 1]","[""José Luis Cuerda"", ""Buck and the Preacher"", ""Así en el cielo como en la tierra""]",[2],"[""José Luis Cuerda""]"
2Wiki,2wikimultihopqa,871,Do director of film D'Annunzio (Film) and director of film Così Parlò Bellavista have the same nationality?,Sergio Nasca,gold_recovered_by_dbec_final,1,[5],5,0,1,1,1,3,4,4,2,1.0,1.0,0.0,"[0, 1, 2, 3, 4]","[""D'Annunzio (film)"", ""Così parlò Bellavista"", ""Luciano De Crescenzo"", ""Alberto Lattuada"", ""Dino Risi""]","[5, 2, 0, 1, 3]","[""Sergio Nasca"", ""Luciano De Crescenzo"", ""D'Annunzio (film)"", ""Così parlò Bellavista"", ""Alberto Lattuada""]","[5, 2, 0, 1]","[""Sergio Nasca"", ""Luciano De Crescenzo"", ""D'Annunzio (film)"", ""Così parlò Bellavista""]","[5, 3, 68, 2]","[""Sergio Nasca"", ""Alberto Lattuada"", ""Raffaello Matarazzo"", ""Luciano De Crescenzo""]"
2Wiki,2wikimultihopqa,873,"Which film has the director born first, Shadows In Paradise or Dog Law?",Jerome Storm,gold_recovered_by_dbec_final,1,[3],3,1,1,0,1,2,4,3,1,1.0,1.0,0.0,"[0, 1, 2, 3, 4]","[""Shadows in Paradise"", ""Dog Law"", ""Aki Kaurismäki"", ""Jerome Storm"", ""Shawn Levy""]","[2, 0, 1, 3, 4]","[""Aki Kaurismäki"", ""Shadows in Paradise"", ""Dog Law"", ""Jerome Storm"", ""Shawn Levy""]","[2, 0, 1]","[""Aki Kaurismäki"", ""Shadows in Paradise"", ""Dog Law""]","[2, 3]","[""Aki Kaurismäki"", ""Jerome Storm""]"
2Wiki,2wikimultihopqa,873,"Which film has the director born first, Shadows In Paradise or Dog Law?",Aki Kaurismäki,gold_recovered_by_dbec_final,1,[2],2,1,1,1,1,2,4,3,1,1.0,1.0,0.0,"[0, 1, 2, 3, 4]","[""Shadows in Paradise"", ""Dog Law"", ""Aki Kaurismäki"", ""Jerome Storm"", ""Shawn Levy""]","[2, 0, 1, 3, 4]","[""Aki Kaurismäki"", ""Shadows in Paradise"", ""Dog Law"", ""Jerome Storm"", ""Shawn Levy""]","[2, 0, 1]","[""Aki Kaurismäki"", ""Shadows in Paradise"", ""Dog Law""]","[2, 3]","[""Aki Kaurismäki"", ""Jerome Storm""]"
2Wiki,2wikimultihopqa,876,"Which film has the director who was born first, Piccoli Fuochi or The Nice Guys?",The Nice Guys,gold_recovered_by_dbec_final,1,[0],0,1,0,1,1,2,4,4,2,0.0,1.0,1.0,"[2, 1, 0, 3, 4]","[""Shane Black"", ""Piccoli fuochi"", ""The Nice Guys"", ""Peter Del Monte"", ""Murielle Telio""]","[57, 2, 88, 0, 1]","[""Duilio Coletti"", ""Shane Black"", ""Ringo-en no shōjo"", ""The Nice Guys"", ""Piccoli fuochi""]","[57, 2, 88, 0, 1]","[""Duilio Coletti"", ""Shane Black"", ""Ringo-en no shōjo"", ""The Nice Guys"", ""Piccoli fuochi""]","[3, 57, 2]","[""Peter Del Monte"", ""Duilio Coletti"", ""Shane Black""]"
2Wiki,2wikimultihopqa,876,"Which film has the director who was born first, Piccoli Fuochi or The Nice Guys?",Peter Del Monte,gold_in_binding_candidates_not_selected,1,[3],3,1,1,0,0,2,4,4,2,0.0,1.0,1.0,"[2, 1, 0, 3, 4]","[""Shane Black"", ""Piccoli fuochi"", ""The Nice Guys"", ""Peter Del Monte"", ""Murielle Telio""]","[57, 2, 88, 0, 1]","[""Duilio Coletti"", ""Shane Black"", ""Ringo-en no shōjo"", ""The Nice Guys"", ""Piccoli fuochi""]","[57, 2, 88, 0, 1]","[""Duilio Coletti"", ""Shane Black"", ""Ringo-en no shōjo"", ""The Nice Guys"", ""Piccoli fuochi""]","[3, 57, 2]","[""Peter Del Monte"", ""Duilio Coletti"", ""Shane Black""]"
2Wiki,2wikimultihopqa,882,"Which film has the director died later, Calling Philo Vance or The Witch'S Curse?",The Witch's Curse,gold_recovered_by_dbec_final,1,[0],0,1,0,1,1,3,4,4,2,1.0,1.0,0.0,"[1, 2, 4, 0, 3]","[""Calling Philo Vance"", ""William Clemens (film director)"", ""Riccardo Freda"", ""The Witch's Curse"", ""Kirk Morris""]","[2, 4, 0, 1, 3]","[""William Clemens (film director)"", ""Riccardo Freda"", ""The Witch's Curse"", ""Calling Philo Vance"", ""Kirk Morris""]","[2, 4, 0, 1]","[""William Clemens (film director)"", ""Riccardo Freda"", ""The Witch's Curse"", ""Calling Philo Vance""]","[2, 72, 4]","[""William Clemens (film director)"", ""Rex Ingram (director)"", ""Riccardo Freda""]"
2Wiki,2wikimultihopqa,887,"Which film whose director is younger, Becoming Dick or Nude On The Moon?",Doris Wishman,gold_recovered_by_dbec_final,1,[2],2,1,1,0,1,3,4,4,2,1.0,1.0,0.0,"[0, 1, 3, 2, 4]","[""Becoming Dick"", ""Nude on the Moon"", ""Bob Saget"", ""Doris Wishman"", ""Man on the Moon""]","[49, 0, 3, 1, 2]","[""Pasquale Festa Campanile"", ""Becoming Dick"", ""Bob Saget"", ""Nude on the Moon"", ""Doris Wishman""]","[49, 0, 3, 1]","[""Pasquale Festa Campanile"", ""Becoming Dick"", ""Bob Saget"", ""Nude on the Moon""]","[3, 2, 49]","[""Bob Saget"", ""Doris Wishman"", ""Pasquale Festa Campanile""]"
2Wiki,2wikimultihopqa,891,"Which film has the director who was born later, Vote For Huggett or Romance In The Dark?",Romance in the Dark,gold_in_rank_fill_not_dbec,1,[0],0,1,0,0,0,2,4,4,2,0.0,0.0,0.0,"[1, 3, 0, 2, 4]","[""Vote for Huggett"", ""H. C. Potter"", ""Romance in the Dark"", ""Ken Annakin"", ""The Time of Your Life (film)""]","[85, 3, 15, 1, 14]","[""Tom Clegg (director)"", ""H. C. Potter"", ""Romance of the Redwoods"", ""Vote for Huggett"", ""(Romance) in the Digital Age""]","[85, 3, 15, 1, 14]","[""Tom Clegg (director)"", ""H. C. Potter"", ""Romance of the Redwoods"", ""Vote for Huggett"", ""(Romance) in the Digital Age""]","[2, 85, 3]","[""Ken Annakin"", ""Tom Clegg (director)"", ""H. C. Potter""]"
2Wiki,2wikimultihopqa,891,"Which film has the director who was born later, Vote For Huggett or Romance In The Dark?",Ken Annakin,gold_in_binding_candidates_not_selected,1,[2],2,1,1,0,0,2,4,4,2,0.0,0.0,0.0,"[1, 3, 0, 2, 4]","[""Vote for Huggett"", ""H. C. Potter"", ""Romance in the Dark"", ""Ken Annakin"", ""The Time of Your Life (film)""]","[85, 3, 15, 1, 14]","[""Tom Clegg (director)"", ""H. C. Potter"", ""Romance of the Redwoods"", ""Vote for Huggett"", ""(Romance) in the Digital Age""]","[85, 3, 15, 1, 14]","[""Tom Clegg (director)"", ""H. C. Potter"", ""Romance of the Redwoods"", ""Vote for Huggett"", ""(Romance) in the Digital Age""]","[2, 85, 3]","[""Ken Annakin"", ""Tom Clegg (director)"", ""H. C. Potter""]"
2Wiki,2wikimultihopqa,896,"Which film whose director is younger, The Pulse Of Life or The Hungover Games?",Rex Ingram (director),gold_recovered_by_dbec_final,1,[4],4,1,1,1,1,3,4,4,2,1.0,1.0,0.0,"[0, 1, 2, 3, 4]","[""The Hungover Games"", ""The Pulse of Life"", ""Josh Stolberg"", ""Ania Spiering"", ""Rex Ingram (director)""]","[4, 2, 88, 0, 1]","[""Rex Ingram (director)"", ""Josh Stolberg"", ""Ringo-en no shōjo"", ""The Hungover Games"", ""The Pulse of Life""]","[4, 2, 88, 0, 1]","[""Rex Ingram (director)"", ""Josh Stolberg"", ""Ringo-en no shōjo"", ""The Hungover Games"", ""The Pulse of Life""]","[4, 2]","[""Rex Ingram (director)"", ""Josh Stolberg""]"
2Wiki,2wikimultihopqa,901,"Which film has the director born earlier, More Bloody Meetings or Riders Of The Badlands?",Charles Crichton,gold_recovered_by_dbec_final,1,[11],11,0,1,1,1,2,4,4,2,0.0,1.0,1.0,"[0, 1, 2, 3, 4]","[""More Bloody Meetings"", ""Riders of the Badlands"", ""Howard Bretherton"", ""Sky Patrol"", ""The Greyhound Limited""]","[79, 11, 0, 1, 2]","[""R. G. Springsteen"", ""Charles Crichton"", ""More Bloody Meetings"", ""Riders of the Badlands"", ""Howard Bretherton""]","[79, 11, 0, 1]","[""R. G. Springsteen"", ""Charles Crichton"", ""More Bloody Meetings"", ""Riders of the Badlands""]","[11, 2, 79]","[""Charles Crichton"", ""Howard Bretherton"", ""R. G. Springsteen""]"
2Wiki,2wikimultihopqa,901,"Which film has the director born earlier, More Bloody Meetings or Riders Of The Badlands?",Howard Bretherton,gold_recovered_by_dbec_final,1,[2],2,1,1,0,1,2,4,4,2,0.0,1.0,1.0,"[0, 1, 2, 3, 4]","[""More Bloody Meetings"", ""Riders of the Badlands"", ""Howard Bretherton"", ""Sky Patrol"", ""The Greyhound Limited""]","[79, 11, 0, 1, 2]","[""R. G. Springsteen"", ""Charles Crichton"", ""More Bloody Meetings"", ""Riders of the Badlands"", ""Howard Bretherton""]","[79, 11, 0, 1]","[""R. G. Springsteen"", ""Charles Crichton"", ""More Bloody Meetings"", ""Riders of the Badlands""]","[11, 2, 79]","[""Charles Crichton"", ""Howard Bretherton"", ""R. G. Springsteen""]"
2Wiki,2wikimultihopqa,902,"Which film has the director who died later, A Journey Through Filmland or The Shepherd Lassie Of Argyle?",Beaumont Smith,gold_recovered_by_dbec_final,1,[20],20,0,1,1,1,2,4,4,2,1.0,1.0,0.0,"[1, 7, 0, 2, 3]","[""The Shepherd Lassie of Argyle"", ""Laurence Trimble"", ""A Journey Through Filmland"", ""The Picture of Dorian Gray (1913 film)"", ""Melville W. Brown""]","[20, 7, 0, 1, 2]","[""Beaumont Smith"", ""Laurence Trimble"", ""A Journey Through Filmland"", ""The Shepherd Lassie of Argyle"", ""The Picture of Dorian Gray (1913 film)""]","[20, 7, 0, 1]","[""Beaumont Smith"", ""Laurence Trimble"", ""A Journey Through Filmland"", ""The Shepherd Lassie of Argyle""]","[20, 7]","[""Beaumont Smith"", ""Laurence Trimble""]"
