dataset,query_index,question,risk_group,risk_high,requirement_count,dependent_req_count,max_dependency_depth,binding_candidate_count_total,binding_candidate_count_mean,binding_candidate_count_max,gold_doc_count,setr_selected_count,setr_under_selected,dbec_em,dbec_f1,setr_em,setr_f1,delta_em_dbec_minus_setr,delta_f1_dbec_minus_setr,dbec_r5_title,setr_r5_title,delta_r5_title_dbec_minus_setr,setr_parse_success,setr_empty_fallback_used,selective_binding_decision
HotpotQA,87,In which poetic form is Mad Girl's Love Song written and appears in the novel The Bell Jar by Sylvia Plath?,high,1,3,2,2,0.0,0.0,0.0,2,1,1,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.5,0.5,1,0,abstain
HotpotQA,88,Which production company was involved with both of the movies A Kid in King Arthur's Court and The Great Locomotive Chase?,high,1,3,1,1,2.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,89,What where both Hawker Hurricane and No. 1455 Flight apart of?,high,1,3,1,1,0.0,0.0,0.0,2,4,0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,90,Kadeem Jack is a player in a league that started with how many teams?,low,0,2,1,1,1.0,1.0,1.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
HotpotQA,91,What country is the member of Gujarat Legislative Assembly and parliament representing?,low,0,2,1,1,4.0,4.0,4.0,2,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,bind
HotpotQA,92,"Of four Harry S. Truman Supreme Court candidates, who was the 53rd United States Secretary of the Treasury and the 13th Chief Justice of the United States?",low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,93,In what month was the relief first officer of the flight that crashed on its way to Cairo with a stop in New York Born?,high,1,3,2,2,7.0,3.5,4.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,94,Are The Datsuns and The Black Crowes both rock bands?,high,1,3,1,1,0.0,0.0,0.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,95,Legends of the Fall was based on a novella by what poetry and fiction writer?,low,0,1,0,0,0.0,0.0,0.0,2,2,0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,96,Rimo I and Passu Sar are both part of which mountain range?,high,1,3,1,1,1.0,1.0,1.0,2,2,0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,97,"What was the country which has border with the village where an Austrian forest caretaker, naturalist, pseudoscientistref>Ronald Engert: ""Die Forellenturbine als Prinzip der kostenlosen Energiegewinnung born?",low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,98,Which team did Joe Buck's father broadcast for?,low,0,2,1,1,0.0,0.0,0.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,99,What is the name of the city located near the historical region known as Margianḗ in Greek?,low,0,2,1,1,4.0,4.0,4.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,100,The eastern coast of Ivan Zammit's birth city is located along what body of water?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,101,"Who was born earlier, Robert Mulligan or James Foley?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,0.0,0.8,0.0,0.8,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,102,Lex Antonia nullified the dictatorial laws set up by which Roman general?,low,0,2,1,1,1.0,1.0,1.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,103,What player was the first overall pick in the 2004 NFL draft and had the Manning Field named after him?,low,0,2,1,1,2.0,2.0,2.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
HotpotQA,104,What did  the man who  led Sweden to military supremacy during the Thirty Years' War found in 1623?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.5,1.0,-0.5,1,0,bind
HotpotQA,105,Cliburn railway station was a station situated on This railway that  ran between Clifton Junction near Penrith and Kirkby Stephen via what?,low,0,2,1,1,2.0,2.0,2.0,2,6,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,106,Pajottenland has historically provided beers that include are fermented through yeasts native to what valley?,low,0,1,0,0,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,107,APB and Sleeper are both from britain?,high,1,3,1,1,1.0,1.0,1.0,2,9,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,108,Which  princess of French origin did Conrad IV of Germany married to,low,0,2,1,1,2.0,2.0,2.0,2,2,0,0.0,0.6667,0.0,0.6666666666666666,0.0,3.333333333332966e-05,1.0,0.5,0.5,1,0,bind
HotpotQA,109,"Mr. Wilson's Cabinet of Wonder: Pronged Ants, Horned Humans, Mice on Toast, and Other Marvels of Jurassic Technology is a book about a museum that is located in which city ?",low,0,1,0,0,0.0,0.0,0.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,110,"Which American singer and songwriter has a mezzo-soprano vocal range, Tim Armstrong or Tori Amos?",high,1,4,0,0,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,111,"When was the actor in the CW show developed by Greg Berlanti who also appears in ""Gods and Generals"" born?",low,0,2,1,1,4.0,4.0,4.0,2,2,0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,1,0,bind
HotpotQA,112,Where was the set for the winner of the WD Weatherford Award in 1998?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,1.0,-1.0,1,0,abstain
HotpotQA,113,Who beacme a star as a comic book character created by Gerry Conway and Bob Oksner?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.5,1.0,-0.5,1,0,bind
HotpotQA,114,The creek of which Paradise Creek is a tributary is a tributary of what river?,low,0,1,0,0,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,115,Did the Beaulieu Mine or the McIntyre Mines yield gold and copper?,high,1,4,2,1,2.0,1.0,1.0,2,2,0,0.0,0.2222,0.0,0.16666666666666666,0.0,0.05553333333333335,1.0,1.0,0.0,1,0,bind
HotpotQA,116,"Which dog breed has more derivative breeds from the original, German Spitz or Norfolk Spaniel?",high,1,3,1,1,2.0,2.0,2.0,2,5,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,117,"Which album was released first, ""Talk That Talk"" or ""Loud""?",high,1,3,1,1,0.0,0.0,0.0,2,6,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,abstain
HotpotQA,118,"What was the name of the storm that was the fifth hurricane of the season where Miami, Florida became the new National Hurricane Center?",low,0,2,1,1,3.0,3.0,3.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,-0.5,1,0,bind
HotpotQA,119,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",low,0,1,0,0,0.0,0.0,0.0,2,2,0,0.0,0.8,0.0,0.8,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,120,"Who is older, Tarryl Lynn Clark or Michele Marie Bachmann?",high,1,3,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,121,What Harry Potter actor strred in My Boy Jack?,high,1,3,2,2,1.0,0.5,1.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,122,When was the king that started coin production in Copenhagen born?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.5,1.0,1.0,-1.0,-0.5,0.5,1.0,-0.5,1,0,abstain
HotpotQA,123,Which professional baseball player and National 1993 Baseball Hall of Fame inductee is featured in the Greatest Sports Legends anthology?,high,1,3,2,2,3.0,1.5,2.0,2,2,0,0.0,0.6667,0.0,0.6666666666666666,0.0,3.333333333332966e-05,1.0,1.0,0.0,1,0,bind
HotpotQA,124,Additi Gupta is known for negative roles in the drama series that broadcasts on what country's Star Plus network?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,125,Bartlett's Bridge was built by the engineer who worked for the county seat of which Massachusetts county?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,126,What term is the current chairman of Prince William County serving?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.6667,0.0,0.6666666666666666,0.0,3.333333333332966e-05,1.0,1.0,0.0,1,0,bind
HotpotQA,127,The Twelfth United States Army Group commander was the first chairman of what?,low,0,2,1,1,4.0,4.0,4.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,128,Are William James and Bret Easton Ellis both screenwriters?,high,1,4,2,1,1.0,0.5,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,129,One of Central Dublin's most historic working-class neighbourhoods is the home to a football club who were the first ever winners of what cup?,low,0,2,1,1,2.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,130,What where Mark Chamberlain and Alex Oxlade-Chamberlain being?,high,1,3,1,1,1.0,1.0,1.0,2,3,0,0.0,0.3333,0.0,0.0,0.0,0.3333,1.0,1.0,0.0,1,0,bind
HotpotQA,131,Dianne Hiles is the current Australian Greens candidate for which 1968 federal proclamation?,low,0,1,0,0,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,132,"Which character did this Australian-American actress who appeared in the movie ""Felony"" play in the Australian soap opera ""Home and Away?""",low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,133,"Which city in Missouri is the Route 66 State Park closest to travel from, St.Louis or Eureka?",high,1,4,3,1,3.0,1.0,1.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,134,What was the nickname of the 76er who was drafted 3rd in the 2014 draft?,low,0,2,1,1,2.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,135,"Red Bend Catholic College contributes 800 students of the 7,560 population of what central west region of south Wales, Australia town?",low,0,2,1,1,3.0,3.0,3.0,2,2,0,0.0,0.1818,0.0,0.18181818181818182,0.0,-1.8181818181833842e-05,1.0,1.0,0.0,1,0,bind
HotpotQA,136,"In what year was the narrator of ""Blackadder's Christmas Carol"" born?",low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,137,Black Journal is based on the real life events of what serial killer that  murdered three women in Correggio?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,138,Where did the descendants of the group of black Indians associated with the Seminole people settle?,low,0,2,1,1,2.0,2.0,2.0,2,4,0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.5,1.0,-0.5,1,0,bind
HotpotQA,139,What state was the dissenter in Kessler v. Treat from?,low,0,2,1,1,1.0,1.0,1.0,2,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
HotpotQA,140,In what town is the office organization solutions company whose Canadian arm is Oxford headquartered?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,141,What was the name of the lawyer who took the main role in the report that helped land Pete Rose a lifetime suspension from baseball?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,142,Which American anthology horror series created and produced by Ryan Murphy and Brad Falchuk did  Denis O'Hare filmography performance in the first season of,low,0,2,1,1,3.0,3.0,3.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,143,Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,high,1,3,1,1,4.0,4.0,4.0,2,6,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
HotpotQA,144,"Which movie came out first, ""Bambi"" or ""Underdog""?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,145,Who was known for playing a fictionalized version of the wild politician who was the face of communist scare tact's in the early 1950's?,high,1,4,3,3,3.0,1.0,2.0,2,1,1,0.0,0.0,1.0,1.0,-1.0,-1.0,0.5,0.5,0.0,1,0,bind
HotpotQA,146,"In the The Simpsons episode ""Principal Charming, Homer invites a character over for dinner who is voiced by whom?",low,0,2,1,1,1.0,1.0,1.0,2,4,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,147,The comedy play written by Shakespeare titled Twelfth Night is also know by what name?,low,0,1,0,0,0.0,0.0,0.0,2,6,0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,1,0,abstain
HotpotQA,148,"Which author found inspiration in their career prior to writing, Hart Crane or John le Carré?",high,1,4,2,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,149,In what year was the Commander of the second human spaceflight mission in the United States Apollo space program born?,low,0,2,1,1,2.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,150,"Which of Mabel Keyes Babcock's distant relatives wrote ""Of Plymouth Plantation"" and served as Governor of the Plymouth Colony?",high,1,3,2,2,2.0,1.0,1.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,151,Bride of the Regiment was later remade into a 1948 film starring the actress and pin-up girl who was the highest-salaried American woman in which two years?,high,1,3,2,2,4.0,2.0,4.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,152,"When was the multinational group headquartered in the Netherlands adjacent to the Junction 27 Retail Park near Birstall, Batley, West Yorkshite, England, founded?",low,0,2,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,153,"Which film has more writers, Splash or Christopher Robin?",high,1,3,1,1,2.0,2.0,2.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,154,Who composed the theme music in 1989 of an animated television series which has the current arrangement by a person who  has scored or orchestrated music for more than 30 films and television shows?,high,1,4,3,2,9.0,3.0,3.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,155,"Ist das Ihr Fahrrad Mr O’Brien? is a German biographical radio play about life, works and legacy of an Irish novelist whose many satrical columns were written under what name?",low,0,2,1,1,4.0,4.0,4.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,156,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,157,Lou Cutell appeared on the third episode of the ninth season of an CBS sitcom that was what number episode overall?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,158,"Which breed, Chinese Chongqing Dog or Kanni, is used for hunting?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,159,What kind of material forms the wrapping for the chocolate candies that Hershey Kissables were shaped like?,low,0,2,1,1,3.0,3.0,3.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,160,Who is the cofounder of Big Gates Records that collaborated with DJ Khaled on his second album “We the Best”?,high,1,3,2,2,1.0,0.5,1.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1,0,bind
HotpotQA,161,"What actor appeared in ""Evening in Byzantium"" and was nominated for the Academy Award for Best Supporting Actor in 1973 for ""The Heartbreak Kid""?",high,1,3,1,1,1.0,1.0,1.0,2,2,0,0.0,0.4,0.0,0.4,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,162,"The movie ""100 Million BC"" continues the urban myth of an experiment allegedly carried out at waht shipyard?",low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,163,What three other National forests are administered by the same people who administer the park in which the Art Loeb trail runs through?,high,1,3,2,2,3.0,1.5,2.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,164,What machine has the same name as another machine created by Ludwig Boltzmann?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,0.0,0.4,1.0,0.6,1.0,0.5,0.5,1,0,bind
HotpotQA,165,What is it called when a piece of media is altered from its original state like when Bubba Sparxxx was featured in the song Oops?,low,0,1,0,0,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,166,Are Benjamin Britten and Béla Bartók from the same country?,high,1,3,1,1,0.0,0.0,0.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,167,"Who was the architect of a Dutch museum dedicated to the arts and history in Amsterdam, located at the Museum Square?",low,0,2,1,1,3.0,3.0,3.0,2,4,0,0.0,0.5714,0.0,0.5714285714285715,0.0,-2.8571428571488866e-05,1.0,1.0,0.0,1,0,bind
HotpotQA,168,Do Lush and P.O.D. both consist of four band members?,high,1,3,1,1,0.0,0.0,0.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,169,"Which singer is younger, Shirley Manson or Jim Kerr?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,0.0,0.8,0.0,0.8,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,170,"Murray Seafield St George Head most recognised for which song from the concept album and subsequent musical ""Chess"" by Tim Rice, Benny Andersson and Björn Ulvaeus?",low,0,1,0,0,0.0,0.0,0.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,171,William Pery served as Captain of the Yeomen of the Guard under the lord who served in what position from 1865 to 1868?,low,0,2,1,1,1.0,1.0,1.0,2,3,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,bind
HotpotQA,172,"Whiich genus has more species, Dracula or Pistacia?",high,1,3,1,1,0.0,0.0,0.0,2,5,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,173,What occupation do Anita Loos and Grace Metalious share?,high,1,3,1,1,1.0,1.0,1.0,2,9,0,0.0,0.6667,0.0,0.6666666666666666,0.0,3.333333333332966e-05,1.0,1.0,0.0,1,0,bind
HotpotQA,174,"Who is affiliated with more countries as a director, Robert Florey and R. G. Springsteen?",high,1,4,3,2,0.0,0.0,0.0,2,7,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,175,"Grammy winner for song of the year, also put out a 1971 album by the Carpenters, but what song did he win an Academy Award for Best Original Songs?",low,0,2,1,1,2.0,2.0,2.0,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
HotpotQA,176,"""One Less Set of Footsteps"" is a song written and performed by a singer born in which year ?",low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,177,which sultan of the Ottoman Empire was  Gevherhan Sultan her granddaughter,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,1,0,bind
HotpotQA,178,What is the name of the hotel on the Upper West Side of New York City that housed a gay bathhouse?,low,0,2,1,1,2.0,2.0,2.0,2,2,0,0.0,0.6667,0.0,0.6666666666666666,0.0,3.333333333332966e-05,1.0,1.0,0.0,1,0,bind
HotpotQA,179,Which group of outlaws from the 1890s shares a name with a Yugoslav rock band?,high,1,3,2,2,6.0,3.0,5.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,180,What county is Keene High School located in?,low,0,2,1,1,2.0,2.0,2.0,2,3,0,1.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0.5,1,0,bind
HotpotQA,181,How many cards can a player choose from to be part of their hand in the card game that was the culmination game of the United States Poker Championship?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
HotpotQA,182,"Which other film did one of the supporting cast in ""Sleepless in Seattle"" appear?",low,0,2,1,1,2.0,2.0,2.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,183,What type of diary did one of the founders of the John Bishop Memorial Hospital in Srinagar write?,low,0,2,1,1,1.0,1.0,1.0,2,3,0,0.0,0.5,1.0,1.0,-1.0,-0.5,0.5,1.0,-0.5,1,0,bind
HotpotQA,184,What year did Guns N Roses perform a promo for a movie starring Arnold Schwarzenegger as a former New York Police detective?,low,0,2,1,1,1.0,1.0,1.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,-0.5,1,0,bind
HotpotQA,185,What key role did the stadium's snowplow operated play in the game following the Dolphins win against the Minnesota Vikings?,low,0,2,1,1,5.0,5.0,5.0,2,1,1,0.0,0.4762,0.0,0.0,0.0,0.4762,1.0,0.5,0.5,1,0,bind
HotpotQA,186,In which sport does both Virginia Ruzici and Andy Murray participate?,high,1,3,1,1,5.0,5.0,5.0,2,8,0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,187,"Which breed was bred first, the English Water Spaniel or the Estonian Hound?",high,1,3,1,1,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,188,What notable work from French music video director Yoann Lemoine features an apology and plea for forgiveness?,low,0,1,0,0,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1,0,abstain
HotpotQA,189,Did Zaza Pachulia win an NBA Championship with the Atlanta Hawks?,low,0,2,1,1,1.0,1.0,1.0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,190,The company that created the Data Universal Numbering System has a database that contains how many business records?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.6667,1.0,1.0,-1.0,-0.33330000000000004,1.0,1.0,0.0,1,0,abstain
HotpotQA,191,"What 1997 song was on the Garth Brooks album that debuted at #1 on the ""Billboard"" 200?",low,0,2,1,1,3.0,3.0,3.0,2,2,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,bind
HotpotQA,192,"What was the name of the band of Confederate army deserters in the 2016 movie starring Matthew McConaughey, Gugu Mbatha-Raw, and Keri Russell?",low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,193,Is the Marsilea or the Brabejum the genus of more individual species of plants?,high,1,3,1,1,1.0,1.0,1.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
HotpotQA,194,"In which period was this German composer, pianist, organist and conductor born in 1847 active, whose work ""Wedding March"" became reference to any ""wedding march?""",low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1,0,bind
HotpotQA,195,The king deposed in the Glorious Revolution of 1688 was supported by the grandson of what Viscount Barnewall?,high,1,3,2,2,2.0,1.0,2.0,2,5,0,0.0,0.5,0.0,0.4,0.0,0.09999999999999998,1.0,1.0,0.0,1,0,bind
HotpotQA,196,"Are Wilco Melissant and Todd Field both involved in the film industry (e.g. director, filmmaker, actor)?",high,1,4,2,1,0.0,0.0,0.0,2,8,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,197,James Fowle Baldwin helped design a historic railroad that operated in Massachusetts and whose line later operated as part of what?,low,0,2,1,1,1.0,1.0,1.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,198,What Danish sports club based in Copenhagen  did striker Søren Lindsted start his career at?,low,0,2,1,1,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,abstain
HotpotQA,199,Are Mirpur University of Science and Technology and University of Debrecen both Universities located outside of the United States?,high,1,3,1,1,5.0,5.0,5.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,200,What is special about the wristwatches that Favre-Leuba manufactures?,low,0,2,1,1,0.0,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1,0,abstain
HotpotQA,201,On what kind of field did the team led by head coach Joe Harasymiak play?,low,0,2,1,1,3.0,3.0,3.0,2,3,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,202,What profession does H. L. Mencken and Albert Camus have in common?,high,1,3,1,1,1.0,1.0,1.0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
HotpotQA,203,What type of rock makes up the formation where Douglas Crabbe drove into a bar?,low,0,2,1,1,1.0,1.0,1.0,2,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,bind
